# n_ref,187
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,2
0.5,0.6,3
0.6,0.7,10
0.7,0.8,8
0.8,0.9,9
0.9,1.0,17
1.0,1.1,22
1.1,1.2,26
1.2,1.3,13
1.3,1.4,38
1.4,1.5,19
1.5,1.6,36
1.6,1.7,32
1.7,1.8,31
1.8,1.9,40
1.9,2.0,42
2.0,2.1,48
2.1,2.2,43
2.2,2.3,68
2.3,2.4,64
2.4,2.5,63
2.5,2.6,60
2.6,2.7,58
2.7,2.8,75
2.8,2.9,75
2.9,3.0,69
3.0,3.1,81
3.1,3.2,103
3.2,3.3,71
3.3,3.4,86
3.4,3.5,86
3.5,3.6,97
3.6,3.7,86
3.7,3.8,87
3.8,3.9,107
3.9,4.0,100
4.0,4.1,126
4.1,4.2,103
4.2,4.3,108
4.3,4.4,110
4.4,4.5,115
4.5,4.6,102
4.6,4.7,123
4.7,4.8,128
4.8,4.9,127
4.9,5.0,139
