# n_ref,166
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,162
0.1,0.2,0
0.2,0.3,0
0.3,0.4,10
0.4,0.5,14
0.5,0.6,19
0.6,0.7,35
0.7,0.8,48
0.8,0.9,60
0.9,1.0,47
1.0,1.1,99
1.1,1.2,91
1.2,1.3,122
1.3,1.4,114
1.4,1.5,132
1.5,1.6,167
1.6,1.7,177
1.7,1.8,196
1.8,1.9,163
1.9,2.0,193
2.0,2.1,211
2.1,2.2,231
2.2,2.3,226
2.3,2.4,241
2.4,2.5,250
2.5,2.6,244
2.6,2.7,264
2.7,2.8,268
2.8,2.9,279
2.9,3.0,264
3.0,3.1,297
3.1,3.2,340
3.2,3.3,291
3.3,3.4,347
3.4,3.5,298
3.5,3.6,335
3.6,3.7,312
3.7,3.8,377
3.8,3.9,369
3.9,4.0,391
4.0,4.1,394
4.1,4.2,401
4.2,4.3,393
4.3,4.4,406
4.4,4.5,407
4.5,4.6,437
4.6,4.7,420
4.7,4.8,461
4.8,4.9,420
4.9,5.0,434
