# n_ref,547
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,2
0.2,0.3,15
0.3,0.4,44
0.4,0.5,62
0.5,0.6,62
0.6,0.7,96
0.7,0.8,105
0.8,0.9,127
0.9,1.0,184
1.0,1.1,159
1.1,1.2,174
1.2,1.3,166
1.3,1.4,189
1.4,1.5,244
1.5,1.6,223
1.6,1.7,223
1.7,1.8,243
1.8,1.9,292
1.9,2.0,288
2.0,2.1,317
2.1,2.2,312
2.2,2.3,347
2.3,2.4,351
2.4,2.5,382
2.5,2.6,361
2.6,2.7,340
2.7,2.8,388
2.8,2.9,391
2.9,3.0,371
3.0,3.1,406
3.1,3.2,408
3.2,3.3,442
3.3,3.4,418
3.4,3.5,444
3.5,3.6,502
3.6,3.7,434
3.7,3.8,493
3.8,3.9,506
3.9,4.0,521
4.0,4.1,525
4.1,4.2,497
4.2,4.3,553
4.3,4.4,549
4.4,4.5,581
4.5,4.6,588
4.6,4.7,555
4.7,4.8,589
4.8,4.9,624
4.9,5.0,608
