# n_ref,567
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,5
0.2,0.3,21
0.3,0.4,32
0.4,0.5,55
0.5,0.6,59
0.6,0.7,73
0.7,0.8,98
0.8,0.9,109
0.9,1.0,184
1.0,1.1,136
1.1,1.2,156
1.2,1.3,182
1.3,1.4,198
1.4,1.5,213
1.5,1.6,227
1.6,1.7,213
1.7,1.8,248
1.8,1.9,275
1.9,2.0,269
2.0,2.1,261
2.1,2.2,308
2.2,2.3,313
2.3,2.4,340
2.4,2.5,329
2.5,2.6,354
2.6,2.7,379
2.7,2.8,419
2.8,2.9,411
2.9,3.0,399
3.0,3.1,466
3.1,3.2,447
3.2,3.3,473
3.3,3.4,447
3.4,3.5,475
3.5,3.6,529
3.6,3.7,443
3.7,3.8,537
3.8,3.9,518
3.9,4.0,510
4.0,4.1,536
4.1,4.2,563
4.2,4.3,544
4.3,4.4,556
4.4,4.5,616
4.5,4.6,558
4.6,4.7,574
4.7,4.8,574
4.8,4.9,609
4.9,5.0,608
