# n_ref,858
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,47
0.2,0.3,258
0.3,0.4,412
0.4,0.5,524
0.5,0.6,670
0.6,0.7,734
0.7,0.8,898
0.8,0.9,1150
0.9,1.0,1106
1.0,1.1,1326
1.1,1.2,1345
1.2,1.3,1529
1.3,1.4,1589
1.4,1.5,1691
1.5,1.6,1788
1.6,1.7,1979
1.7,1.8,2005
1.8,1.9,2115
1.9,2.0,2249
2.0,2.1,2299
2.1,2.2,2448
2.2,2.3,2519
2.3,2.4,2714
2.4,2.5,2782
2.5,2.6,2845
2.6,2.7,2956
2.7,2.8,3011
2.8,2.9,3255
2.9,3.0,3215
3.0,3.1,3395
3.1,3.2,3353
3.2,3.3,3545
3.3,3.4,3606
3.4,3.5,3737
3.5,3.6,3680
3.6,3.7,3807
3.7,3.8,4076
3.8,3.9,4045
3.9,4.0,4141
4.0,4.1,4328
4.1,4.2,4323
4.2,4.3,4496
4.3,4.4,4500
4.4,4.5,4499
4.5,4.6,4665
4.6,4.7,4713
4.7,4.8,4739
4.8,4.9,5002
4.9,5.0,5098
