# n_ref,272
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,269
0.1,0.2,0
0.2,0.3,6
0.3,0.4,15
0.4,0.5,37
0.5,0.6,30
0.6,0.7,40
0.7,0.8,57
0.8,0.9,77
0.9,1.0,105
1.0,1.1,81
1.1,1.2,109
1.2,1.3,128
1.3,1.4,144
1.4,1.5,167
1.5,1.6,154
1.6,1.7,168
1.7,1.8,168
1.8,1.9,205
1.9,2.0,208
2.0,2.1,206
2.1,2.2,205
2.2,2.3,248
2.3,2.4,225
2.4,2.5,275
2.5,2.6,262
2.6,2.7,260
2.7,2.8,266
2.8,2.9,286
2.9,3.0,298
3.0,3.1,295
3.1,3.2,335
3.2,3.3,351
3.3,3.4,327
3.4,3.5,372
3.5,3.6,363
3.6,3.7,361
3.7,3.8,363
3.8,3.9,396
3.9,4.0,378
4.0,4.1,401
4.1,4.2,409
4.2,4.3,414
4.3,4.4,469
4.4,4.5,455
4.5,4.6,459
4.6,4.7,471
4.7,4.8,466
4.8,4.9,479
4.9,5.0,537
