# n_ref,575
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,6
0.2,0.3,9
0.3,0.4,40
0.4,0.5,63
0.5,0.6,63
0.6,0.7,91
0.7,0.8,96
0.8,0.9,159
0.9,1.0,209
1.0,1.1,158
1.1,1.2,180
1.2,1.3,199
1.3,1.4,242
1.4,1.5,249
1.5,1.6,283
1.6,1.7,266
1.7,1.8,277
1.8,1.9,328
1.9,2.0,309
2.0,2.1,319
2.1,2.2,383
2.2,2.3,375
2.3,2.4,371
2.4,2.5,357
2.5,2.6,430
2.6,2.7,434
2.7,2.8,458
2.8,2.9,448
2.9,3.0,517
3.0,3.1,477
3.1,3.2,507
3.2,3.3,545
3.3,3.4,515
3.4,3.5,552
3.5,3.6,555
3.6,3.7,543
3.7,3.8,578
3.8,3.9,585
3.9,4.0,635
4.0,4.1,593
4.1,4.2,690
4.2,4.3,656
4.3,4.4,676
4.4,4.5,716
4.5,4.6,678
4.6,4.7,688
4.7,4.8,708
4.8,4.9,696
4.9,5.0,762
