# n_ref,294
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,0
0.5,0.6,4
0.6,0.7,1
0.7,0.8,1
0.8,0.9,5
0.9,1.0,3
1.0,1.1,3
1.1,1.2,7
1.2,1.3,17
1.3,1.4,11
1.4,1.5,20
1.5,1.6,31
1.6,1.7,22
1.7,1.8,27
1.8,1.9,28
1.9,2.0,34
2.0,2.1,40
2.1,2.2,36
2.2,2.3,28
2.3,2.4,40
2.4,2.5,42
2.5,2.6,41
2.6,2.7,48
2.7,2.8,64
2.8,2.9,58
2.9,3.0,54
3.0,3.1,56
3.1,3.2,62
3.2,3.3,75
3.3,3.4,78
3.4,3.5,77
3.5,3.6,82
3.6,3.7,97
3.7,3.8,74
3.8,3.9,93
3.9,4.0,94
4.0,4.1,75
4.1,4.2,88
4.2,4.3,87
4.3,4.4,76
4.4,4.5,114
4.5,4.6,119
4.6,4.7,114
4.7,4.8,125
4.8,4.9,100
4.9,5.0,114
