# n_ref,360
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,2
0.2,0.3,3
0.3,0.4,19
0.4,0.5,24
0.5,0.6,37
0.6,0.7,47
0.7,0.8,58
0.8,0.9,79
0.9,1.0,103
1.0,1.1,123
1.1,1.2,165
1.2,1.3,196
1.3,1.4,168
1.4,1.5,250
1.5,1.6,277
1.6,1.7,300
1.7,1.8,291
1.8,1.9,328
1.9,2.0,362
2.0,2.1,328
2.1,2.2,364
2.2,2.3,364
2.3,2.4,371
2.4,2.5,412
2.5,2.6,432
2.6,2.7,402
2.7,2.8,431
2.8,2.9,447
2.9,3.0,468
3.0,3.1,538
3.1,3.2,546
3.2,3.3,520
3.3,3.4,537
3.4,3.5,513
3.5,3.6,533
3.6,3.7,564
3.7,3.8,597
3.8,3.9,587
3.9,4.0,630
4.0,4.1,647
4.1,4.2,622
4.2,4.3,669
4.3,4.4,671
4.4,4.5,667
4.5,4.6,700
4.6,4.7,680
4.7,4.8,709
4.8,4.9,752
4.9,5.0,733
