# n_ref,964
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,0
0.5,0.6,4
0.6,0.7,7
0.7,0.8,16
0.8,0.9,24
0.9,1.0,28
1.0,1.1,32
1.1,1.2,33
1.2,1.3,42
1.3,1.4,53
1.4,1.5,50
1.5,1.6,49
1.6,1.7,54
1.7,1.8,44
1.8,1.9,78
1.9,2.0,88
2.0,2.1,95
2.1,2.2,97
2.2,2.3,79
2.3,2.4,80
2.4,2.5,105
2.5,2.6,120
2.6,2.7,131
2.7,2.8,126
2.8,2.9,138
2.9,3.0,127
3.0,3.1,148
3.1,3.2,151
3.2,3.3,140
3.3,3.4,163
3.4,3.5,162
3.5,3.6,165
3.6,3.7,155
3.7,3.8,169
3.8,3.9,176
3.9,4.0,200
4.0,4.1,182
4.1,4.2,189
4.2,4.3,191
4.3,4.4,205
4.4,4.5,202
4.5,4.6,217
4.6,4.7,240
4.7,4.8,247
4.8,4.9,230
4.9,5.0,258
