# n_ref,556
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,4
0.2,0.3,16
0.3,0.4,40
0.4,0.5,79
0.5,0.6,67
0.6,0.7,89
0.7,0.8,107
0.8,0.9,122
0.9,1.0,166
1.0,1.1,153
1.1,1.2,146
1.2,1.3,195
1.3,1.4,237
1.4,1.5,234
1.5,1.6,247
1.6,1.7,252
1.7,1.8,299
1.8,1.9,281
1.9,2.0,338
2.0,2.1,343
2.1,2.2,323
2.2,2.3,327
2.3,2.4,354
2.4,2.5,364
2.5,2.6,402
2.6,2.7,409
2.7,2.8,379
2.8,2.9,420
2.9,3.0,432
3.0,3.1,509
3.1,3.2,438
3.2,3.3,507
3.3,3.4,508
3.4,3.5,537
3.5,3.6,549
3.6,3.7,502
3.7,3.8,542
3.8,3.9,573
3.9,4.0,576
4.0,4.1,560
4.1,4.2,586
4.2,4.3,606
4.3,4.4,598
4.4,4.5,648
4.5,4.6,681
4.6,4.7,661
4.7,4.8,688
4.8,4.9,689
4.9,5.0,660
