# n_ref,564
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,2
0.2,0.3,33
0.3,0.4,63
0.4,0.5,111
0.5,0.6,70
0.6,0.7,95
0.7,0.8,116
0.8,0.9,151
0.9,1.0,217
1.0,1.1,183
1.1,1.2,186
1.2,1.3,218
1.3,1.4,273
1.4,1.5,292
1.5,1.6,277
1.6,1.7,307
1.7,1.8,315
1.8,1.9,321
1.9,2.0,311
2.0,2.1,390
2.1,2.2,374
2.2,2.3,404
2.3,2.4,440
2.4,2.5,438
2.5,2.6,463
2.6,2.7,498
2.7,2.8,523
2.8,2.9,490
2.9,3.0,548
3.0,3.1,559
3.1,3.2,537
3.2,3.3,596
3.3,3.4,585
3.4,3.5,666
3.5,3.6,614
3.6,3.7,597
3.7,3.8,711
3.8,3.9,630
3.9,4.0,649
4.0,4.1,673
4.1,4.2,753
4.2,4.3,724
4.3,4.4,701
4.4,4.5,729
4.5,4.6,769
4.6,4.7,742
4.7,4.8,788
4.8,4.9,812
4.9,5.0,884
