# n_ref,237
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,227
0.1,0.2,0
0.2,0.3,4
0.3,0.4,8
0.4,0.5,28
0.5,0.6,26
0.6,0.7,43
0.7,0.8,47
0.8,0.9,69
0.9,1.0,88
1.0,1.1,90
1.1,1.2,90
1.2,1.3,104
1.3,1.4,140
1.4,1.5,122
1.5,1.6,157
1.6,1.7,163
1.7,1.8,168
1.8,1.9,186
1.9,2.0,195
2.0,2.1,220
2.1,2.2,209
2.2,2.3,210
2.3,2.4,201
2.4,2.5,226
2.5,2.6,248
2.6,2.7,294
2.7,2.8,243
2.8,2.9,290
2.9,3.0,281
3.0,3.1,322
3.1,3.2,298
3.2,3.3,320
3.3,3.4,349
3.4,3.5,359
3.5,3.6,342
3.6,3.7,369
3.7,3.8,392
3.8,3.9,393
3.9,4.0,387
4.0,4.1,410
4.1,4.2,415
4.2,4.3,409
4.3,4.4,421
4.4,4.5,413
4.5,4.6,412
4.6,4.7,435
4.7,4.8,474
4.8,4.9,469
4.9,5.0,509
