# n_ref,126
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,123
0.1,0.2,0
0.2,0.3,0
0.3,0.4,10
0.4,0.5,5
0.5,0.6,13
0.6,0.7,42
0.7,0.8,46
0.8,0.9,51
0.9,1.0,53
1.0,1.1,71
1.1,1.2,84
1.2,1.3,117
1.3,1.4,136
1.4,1.5,117
1.5,1.6,134
1.6,1.7,173
1.7,1.8,172
1.8,1.9,173
1.9,2.0,132
2.0,2.1,206
2.1,2.2,194
2.2,2.3,210
2.3,2.4,214
2.4,2.5,258
2.5,2.6,224
2.6,2.7,243
2.7,2.8,254
2.8,2.9,254
2.9,3.0,271
3.0,3.1,289
3.1,3.2,289
3.2,3.3,279
3.3,3.4,272
3.4,3.5,290
3.5,3.6,277
3.6,3.7,303
3.7,3.8,317
3.8,3.9,349
3.9,4.0,336
4.0,4.1,404
4.1,4.2,383
4.2,4.3,371
4.3,4.4,340
4.4,4.5,360
4.5,4.6,389
4.6,4.7,402
4.7,4.8,440
4.8,4.9,405
4.9,5.0,429
