# n_ref,745
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,1
0.4,0.5,2
0.5,0.6,6
0.6,0.7,14
0.7,0.8,12
0.8,0.9,10
0.9,1.0,28
1.0,1.1,28
1.1,1.2,44
1.2,1.3,41
1.3,1.4,50
1.4,1.5,52
1.5,1.6,64
1.6,1.7,70
1.7,1.8,89
1.8,1.9,88
1.9,2.0,111
2.0,2.1,112
2.1,2.2,103
2.2,2.3,97
2.3,2.4,143
2.4,2.5,129
2.5,2.6,164
2.6,2.7,146
2.7,2.8,166
2.8,2.9,181
2.9,3.0,175
3.0,3.1,213
3.1,3.2,201
3.2,3.3,213
3.3,3.4,219
3.4,3.5,205
3.5,3.6,207
3.6,3.7,261
3.7,3.8,247
3.8,3.9,236
3.9,4.0,298
4.0,4.1,266
4.1,4.2,260
4.2,4.3,270
4.3,4.4,286
4.4,4.5,299
4.5,4.6,305
4.6,4.7,312
4.7,4.8,295
4.8,4.9,350
4.9,5.0,383
