# n_ref,832
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,55
0.2,0.3,273
0.3,0.4,419
0.4,0.5,579
0.5,0.6,820
0.6,0.7,877
0.7,0.8,1037
0.8,0.9,1172
0.9,1.0,1366
1.0,1.1,1484
1.1,1.2,1601
1.2,1.3,1822
1.3,1.4,1957
1.4,1.5,2062
1.5,1.6,2119
1.6,1.7,2215
1.7,1.8,2419
1.8,1.9,2571
1.9,2.0,2752
2.0,2.1,2909
2.1,2.2,2908
2.2,2.3,3016
2.3,2.4,3249
2.4,2.5,3339
2.5,2.6,3516
2.6,2.7,3541
2.7,2.8,3682
2.8,2.9,3761
2.9,3.0,3934
3.0,3.1,3917
3.1,3.2,4120
3.2,3.3,4209
3.3,3.4,4363
3.4,3.5,4309
3.5,3.6,4519
3.6,3.7,4583
3.7,3.8,4775
3.8,3.9,4935
3.9,4.0,4894
4.0,4.1,5148
4.1,4.2,5094
4.2,4.3,5411
4.3,4.4,5279
4.4,4.5,5540
4.5,4.6,5567
4.6,4.7,5638
4.7,4.8,5745
4.8,4.9,5796
4.9,5.0,5963
