# n_ref,351
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,7
0.2,0.3,17
0.3,0.4,29
0.4,0.5,41
0.5,0.6,51
0.6,0.7,58
0.7,0.8,94
0.8,0.9,91
0.9,1.0,106
1.0,1.1,133
1.1,1.2,121
1.2,1.3,125
1.3,1.4,168
1.4,1.5,171
1.5,1.6,171
1.6,1.7,186
1.7,1.8,232
1.8,1.9,226
1.9,2.0,208
2.0,2.1,225
2.1,2.2,259
2.2,2.3,247
2.3,2.4,247
2.4,2.5,296
2.5,2.6,284
2.6,2.7,321
2.7,2.8,302
2.8,2.9,320
2.9,3.0,325
3.0,3.1,347
3.1,3.2,357
3.2,3.3,362
3.3,3.4,369
3.4,3.5,383
3.5,3.6,438
3.6,3.7,450
3.7,3.8,426
3.8,3.9,438
3.9,4.0,441
4.0,4.1,453
4.1,4.2,437
4.2,4.3,431
4.3,4.4,507
4.4,4.5,504
4.5,4.6,494
4.6,4.7,489
4.7,4.8,461
4.8,4.9,500
4.9,5.0,536
