# n_ref,1100
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,1
0.5,0.6,4
0.6,0.7,13
0.7,0.8,25
0.8,0.9,25
0.9,1.0,30
1.0,1.1,39
1.1,1.2,41
1.2,1.3,38
1.3,1.4,72
1.4,1.5,61
1.5,1.6,68
1.6,1.7,88
1.7,1.8,90
1.8,1.9,102
1.9,2.0,86
2.0,2.1,89
2.1,2.2,107
2.2,2.3,127
2.3,2.4,162
2.4,2.5,125
2.5,2.6,129
2.6,2.7,156
2.7,2.8,164
2.8,2.9,166
2.9,3.0,153
3.0,3.1,173
3.1,3.2,180
3.2,3.3,178
3.3,3.4,221
3.4,3.5,203
3.5,3.6,199
3.6,3.7,246
3.7,3.8,254
3.8,3.9,226
3.9,4.0,233
4.0,4.1,250
4.1,4.2,238
4.2,4.3,250
4.3,4.4,282
4.4,4.5,295
4.5,4.6,287
4.6,4.7,296
4.7,4.8,286
4.8,4.9,296
4.9,5.0,324
