# n_ref,590
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,15
0.2,0.3,41
0.3,0.4,82
0.4,0.5,115
0.5,0.6,89
0.6,0.7,117
0.7,0.8,112
0.8,0.9,173
0.9,1.0,253
1.0,1.1,162
1.1,1.2,184
1.2,1.3,200
1.3,1.4,265
1.4,1.5,261
1.5,1.6,287
1.6,1.7,260
1.7,1.8,313
1.8,1.9,279
1.9,2.0,343
2.0,2.1,327
2.1,2.2,353
2.2,2.3,372
2.3,2.4,364
2.4,2.5,419
2.5,2.6,448
2.6,2.7,433
2.7,2.8,453
2.8,2.9,442
2.9,3.0,483
3.0,3.1,481
3.1,3.2,468
3.2,3.3,518
3.3,3.4,536
3.4,3.5,544
3.5,3.6,522
3.6,3.7,540
3.7,3.8,616
3.8,3.9,581
3.9,4.0,567
4.0,4.1,599
4.1,4.2,642
4.2,4.3,678
4.3,4.4,637
4.4,4.5,639
4.5,4.6,647
4.6,4.7,709
4.7,4.8,703
4.8,4.9,719
4.9,5.0,731
