# n_ref,904
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,1
0.4,0.5,5
0.5,0.6,18
0.6,0.7,26
0.7,0.8,39
0.8,0.9,45
0.9,1.0,69
1.0,1.1,63
1.1,1.2,68
1.2,1.3,92
1.3,1.4,96
1.4,1.5,93
1.5,1.6,129
1.6,1.7,136
1.7,1.8,148
1.8,1.9,146
1.9,2.0,133
2.0,2.1,158
2.1,2.2,189
2.2,2.3,209
2.3,2.4,191
2.4,2.5,216
2.5,2.6,212
2.6,2.7,246
2.7,2.8,248
2.8,2.9,283
2.9,3.0,279
3.0,3.1,269
3.1,3.2,284
3.2,3.3,316
3.3,3.4,318
3.4,3.5,334
3.5,3.6,361
3.6,3.7,340
3.7,3.8,357
3.8,3.9,376
3.9,4.0,384
4.0,4.1,392
4.1,4.2,384
4.2,4.3,403
4.3,4.4,431
4.4,4.5,422
4.5,4.6,413
4.6,4.7,475
4.7,4.8,481
4.8,4.9,494
4.9,5.0,462
