# n_ref,619
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,5
0.2,0.3,21
0.3,0.4,20
0.4,0.5,103
0.5,0.6,82
0.6,0.7,111
0.7,0.8,129
0.8,0.9,143
0.9,1.0,219
1.0,1.1,191
1.1,1.2,204
1.2,1.3,242
1.3,1.4,259
1.4,1.5,275
1.5,1.6,319
1.6,1.7,277
1.7,1.8,321
1.8,1.9,336
1.9,2.0,347
2.0,2.1,395
2.1,2.2,393
2.2,2.3,454
2.3,2.4,424
2.4,2.5,474
2.5,2.6,481
2.6,2.7,431
2.7,2.8,514
2.8,2.9,477
2.9,3.0,523
3.0,3.1,503
3.1,3.2,536
3.2,3.3,608
3.3,3.4,582
3.4,3.5,590
3.5,3.6,561
3.6,3.7,655
3.7,3.8,660
3.8,3.9,602
3.9,4.0,646
4.0,4.1,692
4.1,4.2,667
4.2,4.3,733
4.3,4.4,747
4.4,4.5,754
4.5,4.6,732
4.6,4.7,807
4.7,4.8,800
4.8,4.9,811
4.9,5.0,790
