# n_ref,590
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,0
0.5,0.6,1
0.6,0.7,5
0.7,0.8,4
0.8,0.9,7
0.9,1.0,13
1.0,1.1,21
1.1,1.2,26
1.2,1.3,34
1.3,1.4,44
1.4,1.5,33
1.5,1.6,69
1.6,1.7,76
1.7,1.8,70
1.8,1.9,75
1.9,2.0,93
2.0,2.1,99
2.1,2.2,92
2.2,2.3,113
2.3,2.4,106
2.4,2.5,135
2.5,2.6,140
2.6,2.7,136
2.7,2.8,171
2.8,2.9,168
2.9,3.0,184
3.0,3.1,162
3.1,3.2,168
3.2,3.3,202
3.3,3.4,206
3.4,3.5,215
3.5,3.6,210
3.6,3.7,210
3.7,3.8,244
3.8,3.9,245
3.9,4.0,251
4.0,4.1,243
4.1,4.2,250
4.2,4.3,276
4.3,4.4,256
4.4,4.5,265
4.5,4.6,281
4.6,4.7,278
4.7,4.8,301
4.8,4.9,305
4.9,5.0,348
