seq,id,ra,dec,mag,tile,hstpng
384,92,150.598998,1.927891,22.75,038,sn_acs_only_0384_hst.png
385,56,150.630341,2.246030,18.79,062,sn_acs_only_0385_hst.png
386,154,150.613511,2.243144,21.26,062,sn_acs_only_0386_hst.png
387,262,150.595284,2.230072,23.83,062,sn_acs_only_0387_hst.png
388,99,150.627212,1.951786,22.44,038,sn_acs_only_0388_hst.png
389,198,150.606186,1.931541,24.09,038,sn_acs_only_0389_hst.png
390,259,150.600626,1.943889,23.53,038,sn_acs_only_0390_hst.png
391,324,150.593500,2.285101,21.90,062,sn_acs_only_0391_hst.png
392,84,150.611553,1.679984,22.61,026,sn_acs_only_0392_hst.png
393,198,150.635553,1.669113,20.73,026,sn_acs_only_0393_hst.png
394,182,150.629529,2.332116,20.72,074,sn_acs_only_0394_hst.png
395,82,150.624098,1.765680,21.02,026,sn_acs_only_0395_hst.png
396,116,150.628100,1.741786,23.54,026,sn_acs_only_0396_hst.png
397,219,150.651888,1.725738,23.17,026,sn_acs_only_0397_hst.png
398,30,150.620795,1.815006,20.31,038,sn_acs_only_0398_hst.png
399,88,150.625119,1.781777,18.34,026,sn_acs_only_0399_hst.png
400,94,150.628521,1.799152,21.87,038,sn_acs_only_0400_hst.png
401,21,150.618853,2.109712,21.56,050,sn_acs_only_0401_hst.png
402,43,150.619948,2.093728,20.60,050,sn_acs_only_0402_hst.png
403,61,150.626438,2.104269,21.49,050,sn_acs_only_0403_hst.png
404,110,150.640638,2.131089,23.80,062,sn_acs_only_0404_hst.png
405,139,150.653542,1.861834,21.21,038,sn_acs_only_0405_hst.png
406,154,150.649204,1.816152,23.43,038,sn_acs_only_0406_hst.png
407,270,150.637619,2.443065,24.26,074,sn_acs_only_0407_hst.png
408,271,150.637436,2.442747,21.99,074,sn_acs_only_0408_hst.png
409,303,150.629538,2.413432,23.25,074,sn_acs_only_0409_hst.png
410,327,150.633337,2.447431,20.77,074,sn_acs_only_0410_hst.png
411,362,150.647969,2.802278,23.95,110,sn_acs_only_0411_hst.png
412,192,150.664756,1.640128,23.72,026,sn_acs_only_0412_hst.png
413,137,150.666975,2.522780,19.02,086,sn_acs_only_0413_hst.png
414,131,150.661325,1.926145,21.81,038,sn_acs_only_0414_hst.png
415,25,150.649425,1.666440,21.95,026,sn_acs_only_0415_hst.png
416,63,150.695496,2.610213,23.67,086,sn_acs_only_0416_hst.png
417,328,150.648279,2.587202,23.12,086,sn_acs_only_0417_hst.png
418,182,150.690852,1.722927,21.49,026,sn_acs_only_0418_hst.png
419,179,150.684097,2.026564,22.26,050,sn_acs_only_0419_hst.png
420,35,150.671903,1.773031,19.45,026,sn_acs_only_0420_hst.png
421,108,150.699021,1.788937,18.56,026,sn_acs_only_0421_hst.png
422,169,150.683079,1.764685,22.59,026,sn_acs_only_0422_hst.png
423,86,150.675671,2.680761,22.18,098,sn_acs_only_0423_hst.png
424,91,150.683232,2.409095,21.54,074,sn_acs_only_0424_hst.png
425,270,150.725638,2.743679,20.81,098,sn_acs_only_0425_hst.png
426,287,150.732418,2.159244,22.80,061,sn_acs_only_0426_hst.png
427,294,150.734422,2.166962,22.04,061,sn_acs_only_0427_hst.png
428,21,150.687698,2.499557,21.33,086,sn_acs_only_0428_hst.png
429,156,150.714071,2.458070,23.61,074,sn_acs_only_0429_hst.png
430,162,150.715874,2.465614,21.38,086,sn_acs_only_0430_hst.png
431,58,150.730359,2.547661,21.76,085,sn_acs_only_0431_hst.png
432,35,150.703359,2.256297,20.23,062,sn_acs_only_0432_hst.png
433,337,150.702897,2.568203,24.13,086,sn_acs_only_0433_hst.png
434,237,150.716493,1.703986,23.50,026,sn_acs_only_0434_hst.png
435,305,150.728043,2.380509,24.19,073,sn_acs_only_0435_hst.png
436,324,150.722174,2.360682,23.45,074,sn_acs_only_0436_hst.png
437,265,149.495443,2.520352,24.43,093,sn_acs_only_0437_hst.png
438,795,149.504571,1.729228,25.07,033,sn_acs_only_0438_hst.png
439,994,149.503460,2.037743,24.89,057,sn_acs_only_0439_hst.png
440,1645,149.490668,2.034027,25.57,057,sn_acs_only_0440_hst.png
441,168,149.496483,1.876554,25.65,045,sn_acs_only_0441_hst.png
442,2253,149.508402,1.631220,24.56,033,sn_acs_only_0442_hst.png
443,1989,149.517607,2.534239,24.94,093,sn_acs_only_0443_hst.png
444,582,149.534040,2.327609,25.48,081,sn_acs_only_0444_hst.png
445,1194,149.550197,2.310650,25.00,081,sn_acs_only_0445_hst.png
446,1052,149.550957,2.642176,24.65,105,sn_acs_only_0446_hst.png
447,333,149.531490,1.739262,25.71,033,sn_acs_only_0447_hst.png
448,529,149.534776,1.723365,25.50,033,sn_acs_only_0448_hst.png
449,952,149.546781,1.724808,24.63,033,sn_acs_only_0449_hst.png
450,1080,149.566478,1.821386,25.60,044,sn_acs_only_0450_hst.png
451,1226,149.568439,2.759891,25.25,104,sn_acs_only_0451_hst.png
452,356,149.596078,1.884260,25.15,044,sn_acs_only_0452_hst.png
453,965,149.576338,1.851121,25.85,044,sn_acs_only_0453_hst.png
454,1385,149.575983,1.896413,24.45,044,sn_acs_only_0454_hst.png
455,911,149.562961,2.770494,24.91,104,sn_acs_only_0455_hst.png
456,2394,149.548971,2.508292,25.62,093,sn_acs_only_0456_hst.png
457,1116,149.584569,1.918560,25.38,044,sn_acs_only_0457_hst.png
458,1235,149.586580,2.226899,24.20,068,sn_acs_only_0458_hst.png
459,1654,149.614118,1.695560,25.90,032,sn_acs_only_0459_hst.png
460,2108,149.622296,1.699544,25.06,032,sn_acs_only_0460_hst.png
461,2133,149.626876,1.724584,24.53,032,sn_acs_only_0461_hst.png
462,2357,149.625978,1.704726,25.56,032,sn_acs_only_0462_hst.png
463,2065,149.584181,2.046612,25.86,056,sn_acs_only_0463_hst.png
464,284,149.629134,2.660693,25.24,104,sn_acs_only_0464_hst.png
465,1410,149.608064,2.385511,24.94,080,sn_acs_only_0465_hst.png
466,2255,149.590255,2.414512,25.84,080,sn_acs_only_0466_hst.png
467,64,149.645502,2.733817,25.69,104,sn_acs_only_0467_hst.png
468,1733,149.609527,2.741116,24.73,104,sn_acs_only_0468_hst.png
469,2346,149.592903,2.121603,25.14,056,sn_acs_only_0469_hst.png
470,410,149.643338,2.455405,24.77,080,sn_acs_only_0470_hst.png
471,1625,149.641199,2.494971,24.99,092,sn_acs_only_0471_hst.png
472,2449,149.625861,2.503299,24.71,092,sn_acs_only_0472_hst.png
473,908,149.656856,2.308973,25.89,080,sn_acs_only_0473_hst.png
474,1341,149.645847,2.298329,25.63,080,sn_acs_only_0474_hst.png
475,466,149.629474,1.698186,25.30,032,sn_acs_only_0475_hst.png
476,1570,149.673246,1.721939,25.43,032,sn_acs_only_0476_hst.png
477,1811,149.643348,2.668670,25.83,104,sn_acs_only_0477_hst.png
478,265,149.686048,2.071593,25.71,056,sn_acs_only_0478_hst.png
479,158,149.696055,2.728359,25.33,104,sn_acs_only_0479_hst.png
480,303,149.694061,2.134118,25.22,068,sn_acs_only_0480_hst.png
481,1394,149.668967,2.134887,25.56,068,sn_acs_only_0481_hst.png
482,899,149.675656,2.424830,25.57,080,sn_acs_only_0482_hst.png
483,912,149.676149,2.428846,24.66,080,sn_acs_only_0483_hst.png
484,1285,149.671832,2.458856,24.50,080,sn_acs_only_0484_hst.png
485,2017,149.653763,2.453641,24.57,080,sn_acs_only_0485_hst.png
486,2198,149.646946,2.435636,26.00,080,sn_acs_only_0486_hst.png
487,1729,149.674976,2.504234,24.23,092,sn_acs_only_0487_hst.png
488,808,149.695630,2.576494,25.44,092,sn_acs_only_0488_hst.png
489,3310,149.688087,2.350618,25.12,080,sn_acs_only_0489_hst.png
490,1156,149.707744,2.639244,25.96,104,sn_acs_only_0490_hst.png
491,1214,149.727694,2.359772,24.47,079,sn_acs_only_0491_hst.png
492,1275,149.726053,2.356798,24.98,079,sn_acs_only_0492_hst.png
493,1563,149.713662,1.778368,24.94,032,sn_acs_only_0493_hst.png
494,1201,149.729616,1.836837,25.87,043,sn_acs_only_0494_hst.png
495,1846,149.706974,2.743990,25.07,104,sn_acs_only_0495_hst.png
496,1798,149.717972,2.476485,25.18,092,sn_acs_only_0496_hst.png
497,1591,149.755473,1.957719,25.37,043,sn_acs_only_0497_hst.png
498,1707,149.751176,2.250258,25.10,067,sn_acs_only_0498_hst.png
499,1810,149.741290,2.606137,25.03,091,sn_acs_only_0499_hst.png
500,735,149.782135,2.306707,25.51,079,sn_acs_only_0500_hst.png
501,296,149.784348,1.716875,25.37,031,sn_acs_only_0501_hst.png
502,2178,149.745187,2.666528,24.74,103,sn_acs_only_0502_hst.png
503,957,149.784292,2.029725,24.79,055,sn_acs_only_0503_hst.png
504,1095,149.775757,2.704932,24.59,103,sn_acs_only_0504_hst.png
505,1620,149.772835,1.847880,24.80,043,sn_acs_only_0505_hst.png
506,1426,149.788574,2.469982,24.90,091,sn_acs_only_0506_hst.png
507,2302,149.769160,2.475457,25.73,091,sn_acs_only_0507_hst.png
508,1645,149.806892,2.267941,25.17,067,sn_acs_only_0508_hst.png
509,2026,149.800510,2.280757,25.72,067,sn_acs_only_0509_hst.png
510,565,149.837504,2.628574,24.54,103,sn_acs_only_0510_hst.png
511,1694,149.820754,2.363712,25.14,079,sn_acs_only_0511_hst.png
512,2267,149.809422,2.373685,24.77,079,sn_acs_only_0512_hst.png
513,2421,149.800329,2.343483,24.37,079,sn_acs_only_0513_hst.png
514,2015,149.824092,2.072558,24.67,055,sn_acs_only_0514_hst.png
515,1158,149.837438,2.396445,24.24,079,sn_acs_only_0515_hst.png
516,799,149.856677,2.488633,25.97,091,sn_acs_only_0516_hst.png
517,1345,149.860794,1.913951,25.91,043,sn_acs_only_0517_hst.png
518,2179,149.845891,2.535718,24.83,091,sn_acs_only_0518_hst.png
519,475,149.844954,1.663186,25.60,031,sn_acs_only_0519_hst.png
520,593,149.847910,1.660995,24.68,031,sn_acs_only_0520_hst.png
521,1298,149.861732,1.643118,24.59,031,sn_acs_only_0521_hst.png
522,1502,149.864228,2.008266,25.58,055,sn_acs_only_0522_hst.png
523,2472,149.843783,2.620339,24.97,091,sn_acs_only_0523_hst.png
524,227,149.856865,1.775093,25.10,031,sn_acs_only_0524_hst.png
525,2630,149.855107,2.354943,25.19,079,sn_acs_only_0525_hst.png
526,1068,149.885711,1.796616,24.75,043,sn_acs_only_0526_hst.png
527,1447,149.875955,1.790398,25.94,031,sn_acs_only_0527_hst.png
528,1815,149.872757,1.832543,25.76,043,sn_acs_only_0528_hst.png
529,1960,149.863956,1.808351,24.80,043,sn_acs_only_0529_hst.png
530,814,149.910141,2.147798,24.60,066,sn_acs_only_0530_hst.png
531,896,149.902099,2.114285,25.40,054,sn_acs_only_0531_hst.png
532,795,149.911534,2.465662,25.70,090,sn_acs_only_0532_hst.png
533,916,149.908392,2.466736,25.47,090,sn_acs_only_0533_hst.png
534,1881,149.886722,2.485271,25.51,091,sn_acs_only_0534_hst.png
535,1935,149.899802,1.905290,24.71,042,sn_acs_only_0535_hst.png
536,518,149.888661,2.263622,24.12,067,sn_acs_only_0536_hst.png
537,695,149.938026,2.272047,25.83,066,sn_acs_only_0537_hst.png
538,1865,149.936123,1.687112,25.73,030,sn_acs_only_0538_hst.png
539,802,149.937025,2.608924,24.78,090,sn_acs_only_0539_hst.png
540,1807,149.930128,2.055575,25.77,054,sn_acs_only_0540_hst.png
541,1824,149.931834,2.066412,25.95,054,sn_acs_only_0541_hst.png
542,1765,149.928709,1.819126,24.29,042,sn_acs_only_0542_hst.png
543,533,149.953793,2.717390,26.00,102,sn_acs_only_0543_hst.png
544,1801,149.921827,2.719417,24.63,102,sn_acs_only_0544_hst.png
545,870,149.934311,1.843277,25.50,042,sn_acs_only_0545_hst.png
546,828,149.972494,2.507857,24.91,090,sn_acs_only_0546_hst.png
547,1417,149.968136,1.655657,25.55,030,sn_acs_only_0547_hst.png
548,836,149.978136,2.529777,25.88,090,sn_acs_only_0548_hst.png
549,1686,149.969034,2.584340,25.22,090,sn_acs_only_0549_hst.png
550,2575,149.941732,2.549790,25.23,090,sn_acs_only_0550_hst.png
551,620,149.990993,1.981817,25.47,054,sn_acs_only_0551_hst.png
552,667,149.984851,1.955183,25.94,042,sn_acs_only_0552_hst.png
553,1163,149.980961,2.299659,25.85,078,sn_acs_only_0553_hst.png
554,2485,149.950986,2.622269,25.76,090,sn_acs_only_0554_hst.png
555,1241,149.991665,2.655774,25.31,102,sn_acs_only_0555_hst.png
556,866,150.009373,2.407471,24.45,078,sn_acs_only_0556_hst.png
557,1256,149.990100,1.788211,25.81,030,sn_acs_only_0557_hst.png
558,941,149.997494,2.705078,24.84,102,sn_acs_only_0558_hst.png
559,1845,149.989756,2.446972,25.77,078,sn_acs_only_0559_hst.png
560,349,150.029621,1.864839,25.12,042,sn_acs_only_0560_hst.png
561,1245,150.010265,1.853780,25.09,042,sn_acs_only_0561_hst.png
562,1404,150.007471,1.851851,24.92,042,sn_acs_only_0562_hst.png
563,1589,150.005126,1.853376,25.05,042,sn_acs_only_0563_hst.png
564,1834,150.002333,1.921023,24.57,042,sn_acs_only_0564_hst.png
565,964,150.022517,2.516043,24.79,090,sn_acs_only_0565_hst.png
566,2126,150.003666,2.223376,24.49,066,sn_acs_only_0566_hst.png
567,1017,150.037042,2.006348,25.93,054,sn_acs_only_0567_hst.png
568,1912,150.043185,2.408091,25.37,078,sn_acs_only_0568_hst.png
569,1323,150.048177,2.099137,25.86,054,sn_acs_only_0569_hst.png
570,1836,150.043094,2.408203,25.18,078,sn_acs_only_0570_hst.png
571,2703,150.022806,2.424620,24.76,078,sn_acs_only_0571_hst.png
572,407,150.072611,2.746832,25.77,101,sn_acs_only_0572_hst.png
573,1336,150.056466,1.819515,25.06,042,sn_acs_only_0573_hst.png
574,2099,150.044320,1.860793,25.15,042,sn_acs_only_0574_hst.png
575,437,150.030802,2.154282,24.91,066,sn_acs_only_0575_hst.png
576,629,150.038244,2.166424,24.71,066,sn_acs_only_0576_hst.png
577,2382,150.081092,2.148194,24.62,065,sn_acs_only_0577_hst.png
578,2596,150.037633,1.888056,24.22,042,sn_acs_only_0578_hst.png
579,1635,150.068330,2.194658,25.30,065,sn_acs_only_0579_hst.png
580,1664,150.068663,2.192853,24.57,065,sn_acs_only_0580_hst.png
581,2318,150.090915,2.203974,24.37,065,sn_acs_only_0581_hst.png
582,1579,150.072499,1.948740,25.45,041,sn_acs_only_0582_hst.png
583,1945,150.105677,2.018709,25.89,053,sn_acs_only_0583_hst.png
584,824,150.097041,2.295620,24.53,077,sn_acs_only_0584_hst.png
585,1539,150.085203,2.319790,25.90,077,sn_acs_only_0585_hst.png
586,2693,150.057592,2.320968,24.25,078,sn_acs_only_0586_hst.png
587,1539,150.095768,2.062827,24.90,053,sn_acs_only_0587_hst.png
588,2359,150.077896,2.065291,25.00,053,sn_acs_only_0588_hst.png
589,2200,150.078798,2.637787,25.33,101,sn_acs_only_0589_hst.png
590,611,150.112453,2.682310,25.69,101,sn_acs_only_0590_hst.png
591,906,150.110107,2.705373,25.10,101,sn_acs_only_0591_hst.png
592,1414,150.102589,2.715096,24.69,101,sn_acs_only_0592_hst.png
593,1246,150.107563,2.398418,25.30,077,sn_acs_only_0593_hst.png
594,1199,150.117337,1.846038,25.03,041,sn_acs_only_0594_hst.png
595,1673,150.126117,2.767503,25.47,101,sn_acs_only_0595_hst.png
596,1306,150.112684,2.160506,25.17,065,sn_acs_only_0596_hst.png
597,2096,150.130456,2.129322,24.64,065,sn_acs_only_0597_hst.png
598,485,150.089837,2.481582,25.41,089,sn_acs_only_0598_hst.png
599,1750,150.129274,2.198473,25.28,065,sn_acs_only_0599_hst.png
600,1802,150.130824,2.196539,24.54,065,sn_acs_only_0600_hst.png
601,742,150.112801,2.244593,25.02,065,sn_acs_only_0601_hst.png
602,836,150.122026,2.603438,24.49,089,sn_acs_only_0602_hst.png
603,1122,150.129977,2.607151,24.80,089,sn_acs_only_0603_hst.png
604,401,150.124471,1.720151,24.39,029,sn_acs_only_0604_hst.png
605,927,150.134185,1.691982,25.85,029,sn_acs_only_0605_hst.png
606,1991,150.133614,2.027959,25.46,053,sn_acs_only_0606_hst.png
607,2130,150.133807,2.348825,25.48,077,sn_acs_only_0607_hst.png
608,1513,150.157931,2.111713,25.62,053,sn_acs_only_0608_hst.png
609,1524,150.159785,2.426636,25.83,077,sn_acs_only_0609_hst.png
610,538,150.181044,1.807042,25.47,041,sn_acs_only_0610_hst.png
611,895,150.156027,2.726974,25.71,101,sn_acs_only_0611_hst.png
612,1116,150.165433,2.740570,25.07,101,sn_acs_only_0612_hst.png
613,933,150.186151,2.501966,25.41,089,sn_acs_only_0613_hst.png
614,956,150.185700,2.500112,25.45,089,sn_acs_only_0614_hst.png
615,1612,150.174663,2.522117,24.91,089,sn_acs_only_0615_hst.png
616,726,150.188223,2.829184,25.36,113,sn_acs_only_0616_hst.png
617,269,150.169772,1.703275,25.61,029,sn_acs_only_0617_hst.png
618,876,150.232348,2.400854,24.70,076,sn_acs_only_0618_hst.png
619,1083,150.224516,2.396080,25.71,077,sn_acs_only_0619_hst.png
620,1435,150.217103,2.405569,25.56,077,sn_acs_only_0620_hst.png
621,2009,150.200834,2.117411,25.15,053,sn_acs_only_0621_hst.png
622,1725,150.222642,2.457625,25.42,077,sn_acs_only_0622_hst.png
623,1877,150.230690,1.663637,24.88,028,sn_acs_only_0623_hst.png
624,941,150.218309,2.540223,25.61,089,sn_acs_only_0624_hst.png
625,1694,150.240438,2.572231,25.22,088,sn_acs_only_0625_hst.png
626,2204,150.258003,2.580741,24.33,088,sn_acs_only_0626_hst.png
627,1778,150.239980,1.978961,24.68,052,sn_acs_only_0627_hst.png
628,2274,150.236105,2.607012,25.06,088,sn_acs_only_0628_hst.png
629,1823,150.265201,2.411287,24.43,076,sn_acs_only_0629_hst.png
630,624,150.283673,1.789901,25.46,028,sn_acs_only_0630_hst.png
631,2089,150.256386,2.429370,25.80,076,sn_acs_only_0631_hst.png
632,1876,150.275192,2.527505,25.21,088,sn_acs_only_0632_hst.png
633,1375,150.281756,2.219381,24.91,064,sn_acs_only_0633_hst.png
634,676,150.303774,1.638978,25.80,028,sn_acs_only_0634_hst.png
635,1413,150.312307,2.307766,25.80,076,sn_acs_only_0635_hst.png
636,2381,150.290729,2.284074,25.72,064,sn_acs_only_0636_hst.png
637,1086,150.309739,1.989387,24.97,052,sn_acs_only_0637_hst.png
638,1099,150.312966,2.010287,25.75,052,sn_acs_only_0638_hst.png
639,1969,150.307841,2.414729,24.45,076,sn_acs_only_0639_hst.png
640,1869,150.325760,2.824695,25.60,112,sn_acs_only_0640_hst.png
641,1457,150.340535,1.631747,24.99,028,sn_acs_only_0641_hst.png
642,499,150.382711,2.019868,24.55,052,sn_acs_only_0642_hst.png
643,2211,150.336461,2.574155,25.33,088,sn_acs_only_0643_hst.png
644,1404,150.360320,2.041086,24.28,052,sn_acs_only_0644_hst.png
645,670,150.402549,1.851505,25.38,039,sn_acs_only_0645_hst.png
646,1458,150.376909,2.413721,25.87,076,sn_acs_only_0646_hst.png
647,990,150.373273,2.739267,25.27,100,sn_acs_only_0647_hst.png
648,1771,150.398182,2.768083,24.90,099,sn_acs_only_0648_hst.png
649,1599,150.402959,2.576163,25.61,087,sn_acs_only_0649_hst.png
650,1972,150.411870,2.018486,25.96,051,sn_acs_only_0650_hst.png
651,996,150.413178,2.279917,24.71,063,sn_acs_only_0651_hst.png
652,1373,150.410568,2.305347,25.69,075,sn_acs_only_0652_hst.png
653,1533,150.411339,2.309092,24.82,075,sn_acs_only_0653_hst.png
654,1039,150.434369,2.392136,24.66,075,sn_acs_only_0654_hst.png
655,2000,150.413169,1.763005,25.44,027,sn_acs_only_0655_hst.png
656,2489,150.409026,2.440747,24.56,075,sn_acs_only_0656_hst.png
657,2573,150.421429,1.886014,25.43,039,sn_acs_only_0657_hst.png
658,1153,150.434990,2.791864,24.74,099,sn_acs_only_0658_hst.png
659,1710,150.444357,1.631043,24.71,027,sn_acs_only_0659_hst.png
660,359,150.482785,2.612026,24.63,087,sn_acs_only_0660_hst.png
661,2066,150.457567,2.045148,25.04,051,sn_acs_only_0661_hst.png
662,1766,150.463016,2.344825,25.63,075,sn_acs_only_0662_hst.png
663,2433,150.445663,2.335007,25.27,075,sn_acs_only_0663_hst.png
664,2551,150.449219,2.370109,25.64,075,sn_acs_only_0664_hst.png
665,707,150.489465,1.748123,24.68,027,sn_acs_only_0665_hst.png
666,601,150.454373,2.667702,25.16,099,sn_acs_only_0666_hst.png
667,2135,150.495627,2.704342,24.97,099,sn_acs_only_0667_hst.png
668,2046,150.492280,2.064681,25.49,051,sn_acs_only_0668_hst.png
669,684,150.501453,1.817144,25.20,039,sn_acs_only_0669_hst.png
670,682,150.500727,2.404913,25.13,075,sn_acs_only_0670_hst.png
671,1273,150.497747,2.151769,25.77,063,sn_acs_only_0671_hst.png
672,1193,150.500561,2.466346,25.23,087,sn_acs_only_0672_hst.png
673,399,150.516186,2.809573,25.44,111,sn_acs_only_0673_hst.png
674,698,150.517519,1.911086,24.41,039,sn_acs_only_0674_hst.png
675,628,150.513663,2.823715,25.20,111,sn_acs_only_0675_hst.png
676,1218,150.519610,2.590791,24.57,087,sn_acs_only_0676_hst.png
677,500,150.535288,1.978777,24.95,051,sn_acs_only_0677_hst.png
678,895,150.526002,2.285613,25.37,063,sn_acs_only_0678_hst.png
679,1413,150.511492,2.598269,24.15,087,sn_acs_only_0679_hst.png
680,490,150.551736,2.368170,24.70,075,sn_acs_only_0680_hst.png
681,1860,150.512608,2.335262,25.58,075,sn_acs_only_0681_hst.png
682,459,150.539090,1.732926,24.51,027,sn_acs_only_0682_hst.png
683,2124,150.513859,2.691347,25.35,099,sn_acs_only_0683_hst.png
684,2333,150.506642,2.059041,24.97,051,sn_acs_only_0684_hst.png
685,139,150.561314,1.806315,24.27,038,sn_acs_only_0685_hst.png
686,2611,150.516599,2.755537,25.42,099,sn_acs_only_0686_hst.png
687,2574,150.575755,1.883385,25.91,038,sn_acs_only_0687_hst.png
688,2259,150.529598,2.778503,25.19,099,sn_acs_only_0688_hst.png
689,2227,150.531174,2.163787,25.07,063,sn_acs_only_0689_hst.png
690,911,150.556735,1.891440,24.47,039,sn_acs_only_0690_hst.png
691,1442,150.549813,1.920973,25.13,039,sn_acs_only_0691_hst.png
692,575,150.583065,2.259376,24.74,062,sn_acs_only_0692_hst.png
693,246,150.585034,1.960141,25.14,038,sn_acs_only_0693_hst.png
694,995,150.563252,1.942367,25.20,038,sn_acs_only_0694_hst.png
695,1028,150.565420,1.957721,24.77,038,sn_acs_only_0695_hst.png
696,1190,150.562360,1.959746,24.83,038,sn_acs_only_0696_hst.png
697,1352,150.568675,2.288003,25.20,062,sn_acs_only_0697_hst.png
698,1313,150.567141,1.991465,25.15,050,sn_acs_only_0698_hst.png
699,765,150.575715,1.760248,25.52,026,sn_acs_only_0699_hst.png
700,2228,150.554925,2.324667,24.72,075,sn_acs_only_0700_hst.png
701,1310,150.597172,2.432866,24.92,074,sn_acs_only_0701_hst.png
702,219,150.573346,1.848040,24.28,038,sn_acs_only_0702_hst.png
703,869,150.605761,2.765047,24.40,098,sn_acs_only_0703_hst.png
704,523,150.631185,1.953542,25.76,038,sn_acs_only_0704_hst.png
705,1239,150.624472,2.621205,25.83,086,sn_acs_only_0705_hst.png
706,185,150.611843,1.759482,25.61,026,sn_acs_only_0706_hst.png
707,250,150.610084,2.050368,24.90,050,sn_acs_only_0707_hst.png
708,590,150.618131,2.037879,24.61,050,sn_acs_only_0708_hst.png
709,631,150.633328,2.718038,25.02,098,sn_acs_only_0709_hst.png
710,655,150.630685,2.698732,24.38,098,sn_acs_only_0710_hst.png
711,543,150.658455,2.416944,24.40,074,sn_acs_only_0711_hst.png
712,483,150.674628,2.501143,25.96,086,sn_acs_only_0712_hst.png
713,653,150.665693,2.475285,24.94,086,sn_acs_only_0713_hst.png
714,1621,150.683368,1.890518,25.69,038,sn_acs_only_0714_hst.png
715,647,150.669875,2.786511,24.58,098,sn_acs_only_0715_hst.png
716,605,150.676649,2.527619,25.14,086,sn_acs_only_0716_hst.png
717,482,150.656493,1.957094,24.73,038,sn_acs_only_0717_hst.png
718,544,150.661299,1.972607,24.42,050,sn_acs_only_0718_hst.png
719,2173,150.654115,2.619280,24.93,086,sn_acs_only_0719_hst.png
720,1152,150.681475,1.981388,25.38,050,sn_acs_only_0720_hst.png
721,1375,150.692974,2.320813,25.89,074,sn_acs_only_0721_hst.png
722,2173,150.714299,2.056957,25.78,050,sn_acs_only_0722_hst.png
723,177,150.662042,2.655626,25.88,098,sn_acs_only_0723_hst.png
724,917,150.687709,2.671726,25.85,098,sn_acs_only_0724_hst.png
725,938,150.684639,2.649242,25.45,098,sn_acs_only_0725_hst.png
726,1025,150.694084,1.777627,24.09,026,sn_acs_only_0726_hst.png
727,1566,150.705256,2.685005,25.29,098,sn_acs_only_0727_hst.png
728,663,150.692593,2.748310,24.96,098,sn_acs_only_0728_hst.png
729,330,150.692740,1.871168,25.53,038,sn_acs_only_0729_hst.png
730,788,150.711505,1.886208,25.88,038,sn_acs_only_0730_hst.png
731,1244,150.705927,2.510290,24.38,086,sn_acs_only_0731_hst.png
732,1342,150.735557,2.255465,25.80,061,sn_acs_only_0732_hst.png
733,1299,150.739274,2.639950,25.13,097,sn_acs_only_0733_hst.png
734,2214,150.738237,2.761232,25.11,097,sn_acs_only_0734_hst.png
