seq,id,ra,dec,mag,tile,euclid_vis_png,euclid_nisp_png
218,136,150.100925,2.456703,22.66,101545697,sn_acs_only_0218_euclid_vis.png,sn_acs_only_0218_euclid_nisp.png
219,167,150.111940,2.488112,21.27,101545697,sn_acs_only_0219_euclid_vis.png,sn_acs_only_0219_euclid_nisp.png
220,308,150.115009,2.556840,21.44,101545697,sn_acs_only_0220_euclid_vis.png,sn_acs_only_0220_euclid_nisp.png
221,36,150.108012,1.664937,22.51,101541377,sn_acs_only_0221_euclid_vis.png,sn_acs_only_0221_euclid_nisp.png
222,55,150.108640,2.568519,23.33,101545697,sn_acs_only_0222_euclid_vis.png,sn_acs_only_0222_euclid_nisp.png
223,250,150.138762,2.569968,21.05,101545697,sn_acs_only_0223_euclid_vis.png,sn_acs_only_0223_euclid_nisp.png
224,297,150.151580,2.593711,22.14,101545697,sn_acs_only_0224_euclid_vis.png,sn_acs_only_0224_euclid_nisp.png
225,365,150.162926,2.595919,21.47,101545697,sn_acs_only_0225_euclid_vis.png,sn_acs_only_0225_euclid_nisp.png
226,14,150.114555,1.703021,19.90,101541377,sn_acs_only_0226_euclid_vis.png,sn_acs_only_0226_euclid_nisp.png
227,300,150.136052,2.043724,24.03,101542817,sn_acs_only_0227_euclid_vis.png,sn_acs_only_0227_euclid_nisp.png
228,303,150.132931,2.027945,23.10,101542817,sn_acs_only_0228_euclid_vis.png,sn_acs_only_0228_euclid_nisp.png
229,233,150.142655,2.364642,22.16,101544257,sn_acs_only_0229_euclid_vis.png,sn_acs_only_0229_euclid_nisp.png
230,254,150.136014,2.346304,24.17,101544257,sn_acs_only_0230_euclid_vis.png,sn_acs_only_0230_euclid_nisp.png
231,124,150.164303,2.710695,23.43,101547136,sn_acs_only_0231_euclid_vis.png,sn_acs_only_0231_euclid_nisp.png
232,116,150.165468,2.072569,24.21,101542817,sn_acs_only_0232_euclid_vis.png,sn_acs_only_0232_euclid_nisp.png
233,215,150.149604,2.076201,19.28,101542817,sn_acs_only_0233_euclid_vis.png,sn_acs_only_0233_euclid_nisp.png
234,402,150.133662,2.117328,21.39,101542817,sn_acs_only_0234_euclid_vis.png,sn_acs_only_0234_euclid_nisp.png
235,219,150.154146,2.391577,23.89,101544257,sn_acs_only_0235_euclid_vis.png,sn_acs_only_0235_euclid_nisp.png
236,111,150.184746,2.488590,22.44,101545697,sn_acs_only_0236_euclid_vis.png,sn_acs_only_0236_euclid_nisp.png
237,192,150.170522,1.880745,21.85,101541377,sn_acs_only_0237_euclid_vis.png,sn_acs_only_0237_euclid_nisp.png
238,228,150.184055,2.207969,23.55,101544257,sn_acs_only_0238_euclid_vis.png,sn_acs_only_0238_euclid_nisp.png
239,75,150.201689,2.539169,22.11,101545697,sn_acs_only_0239_euclid_vis.png,sn_acs_only_0239_euclid_nisp.png
240,78,150.201153,2.538713,24.20,101545697,sn_acs_only_0240_euclid_vis.png,sn_acs_only_0240_euclid_nisp.png
241,66,150.169485,2.263798,18.96,101544257,sn_acs_only_0241_euclid_vis.png,sn_acs_only_0241_euclid_nisp.png
242,160,150.191567,2.275120,21.92,101544257,sn_acs_only_0242_euclid_vis.png,sn_acs_only_0242_euclid_nisp.png
243,162,150.181876,1.669219,19.96,101541377,sn_acs_only_0243_euclid_vis.png,sn_acs_only_0243_euclid_nisp.png
244,250,150.194710,1.659119,19.53,101541378,sn_acs_only_0244_euclid_vis.png,sn_acs_only_0244_euclid_nisp.png
245,260,150.194834,1.653391,20.78,101541378,sn_acs_only_0245_euclid_vis.png,sn_acs_only_0245_euclid_nisp.png
246,298,150.171768,1.990361,21.48,101542817,sn_acs_only_0246_euclid_vis.png,sn_acs_only_0246_euclid_nisp.png
247,405,150.167886,2.553730,21.98,101545697,sn_acs_only_0247_euclid_vis.png,sn_acs_only_0247_euclid_nisp.png
248,88,150.211219,2.609260,20.87,101545697,sn_acs_only_0248_euclid_vis.png,sn_acs_only_0248_euclid_nisp.png
249,261,150.187287,2.626781,23.81,101545697,sn_acs_only_0249_euclid_vis.png,sn_acs_only_0249_euclid_nisp.png
250,245,150.186234,2.665939,21.21,101547136,sn_acs_only_0250_euclid_vis.png,sn_acs_only_0250_euclid_nisp.png
251,125,150.225022,2.396949,24.03,101545697,sn_acs_only_0251_euclid_vis.png,sn_acs_only_0251_euclid_nisp.png
252,247,150.209822,2.754161,21.63,101547136,sn_acs_only_0252_euclid_vis.png,sn_acs_only_0252_euclid_nisp.png
253,259,150.208266,2.128836,23.10,101542817,sn_acs_only_0253_euclid_vis.png,sn_acs_only_0253_euclid_nisp.png
254,295,150.203616,2.124682,20.66,101542817,sn_acs_only_0254_euclid_vis.png,sn_acs_only_0254_euclid_nisp.png
255,181,150.226710,2.785708,24.17,101547136,sn_acs_only_0255_euclid_vis.png,sn_acs_only_0255_euclid_nisp.png
256,110,150.249767,2.531143,23.87,101545697,sn_acs_only_0256_euclid_vis.png,sn_acs_only_0256_euclid_nisp.png
257,316,150.219108,2.534773,21.96,101545697,sn_acs_only_0257_euclid_vis.png,sn_acs_only_0257_euclid_nisp.png
258,240,150.233579,1.941815,23.02,101542818,sn_acs_only_0258_euclid_vis.png,sn_acs_only_0258_euclid_nisp.png
259,264,150.228955,1.938646,22.21,101542818,sn_acs_only_0259_euclid_vis.png,sn_acs_only_0259_euclid_nisp.png
260,162,150.237370,2.827110,23.86,101547136,sn_acs_only_0260_euclid_vis.png,sn_acs_only_0260_euclid_nisp.png
261,328,150.218611,1.668450,22.35,101541378,sn_acs_only_0261_euclid_vis.png,sn_acs_only_0261_euclid_nisp.png
262,178,150.238907,2.584377,21.13,101545697,sn_acs_only_0262_euclid_vis.png,sn_acs_only_0262_euclid_nisp.png
263,329,150.226091,1.997998,24.33,101542818,sn_acs_only_0263_euclid_vis.png,sn_acs_only_0263_euclid_nisp.png
264,243,150.242285,2.607524,19.57,101545697,sn_acs_only_0264_euclid_vis.png,sn_acs_only_0264_euclid_nisp.png
265,259,150.244303,2.628366,21.74,101545697,sn_acs_only_0265_euclid_vis.png,sn_acs_only_0265_euclid_nisp.png
266,293,150.234012,2.606324,20.45,101545697,sn_acs_only_0266_euclid_vis.png,sn_acs_only_0266_euclid_nisp.png
267,290,150.241269,2.655070,22.13,101547136,sn_acs_only_0267_euclid_vis.png,sn_acs_only_0267_euclid_nisp.png
268,360,150.227919,2.651206,22.01,101547136,sn_acs_only_0268_euclid_vis.png,sn_acs_only_0268_euclid_nisp.png
269,327,150.259052,2.417821,21.17,101545698,sn_acs_only_0269_euclid_vis.png,sn_acs_only_0269_euclid_nisp.png
270,320,150.250067,2.728490,24.27,101547136,sn_acs_only_0270_euclid_vis.png,sn_acs_only_0270_euclid_nisp.png
271,298,150.259123,2.424681,22.43,101545698,sn_acs_only_0271_euclid_vis.png,sn_acs_only_0271_euclid_nisp.png
272,137,150.280070,2.751908,23.82,101547136,sn_acs_only_0272_euclid_vis.png,sn_acs_only_0272_euclid_nisp.png
273,315,150.271699,2.516635,21.49,101545698,sn_acs_only_0273_euclid_vis.png,sn_acs_only_0273_euclid_nisp.png
274,410,150.264032,2.551004,24.19,101545698,sn_acs_only_0274_euclid_vis.png,sn_acs_only_0274_euclid_nisp.png
275,412,150.268920,2.580366,23.50,101545698,sn_acs_only_0275_euclid_vis.png,sn_acs_only_0275_euclid_nisp.png
276,87,150.323197,2.295428,22.72,101544258,sn_acs_only_0276_euclid_vis.png,sn_acs_only_0276_euclid_nisp.png
277,37,150.270877,1.665305,20.62,101541378,sn_acs_only_0277_euclid_vis.png,sn_acs_only_0277_euclid_nisp.png
278,185,150.296384,2.587176,21.84,101545698,sn_acs_only_0278_euclid_vis.png,sn_acs_only_0278_euclid_nisp.png
279,442,150.274744,1.995596,20.00,101542818,sn_acs_only_0279_euclid_vis.png,sn_acs_only_0279_euclid_nisp.png
280,223,150.303644,2.333258,23.45,101544258,sn_acs_only_0280_euclid_vis.png,sn_acs_only_0280_euclid_nisp.png
281,294,150.287342,1.745923,22.02,101541378,sn_acs_only_0281_euclid_vis.png,sn_acs_only_0281_euclid_nisp.png
282,328,150.299103,2.043253,22.71,101542818,sn_acs_only_0282_euclid_vis.png,sn_acs_only_0282_euclid_nisp.png
283,142,150.329653,2.094653,20.22,101542818,sn_acs_only_0283_euclid_vis.png,sn_acs_only_0283_euclid_nisp.png
284,181,150.328286,2.124957,22.30,101542818,sn_acs_only_0284_euclid_vis.png,sn_acs_only_0284_euclid_nisp.png
285,189,150.326939,2.122440,18.96,101542818,sn_acs_only_0285_euclid_vis.png,sn_acs_only_0285_euclid_nisp.png
286,350,150.304443,2.439537,24.38,101545698,sn_acs_only_0286_euclid_vis.png,sn_acs_only_0286_euclid_nisp.png
287,361,150.306656,2.171653,20.12,101544258,sn_acs_only_0287_euclid_vis.png,sn_acs_only_0287_euclid_nisp.png
288,210,150.329018,2.490326,20.76,101545698,sn_acs_only_0288_euclid_vis.png,sn_acs_only_0288_euclid_nisp.png
289,294,150.317103,2.483531,21.89,101545698,sn_acs_only_0289_euclid_vis.png,sn_acs_only_0289_euclid_nisp.png
290,56,150.362401,1.630738,21.57,101539938,sn_acs_only_0290_euclid_vis.png,sn_acs_only_0290_euclid_nisp.png
291,57,150.362042,1.630122,22.91,101539938,sn_acs_only_0291_euclid_vis.png,sn_acs_only_0291_euclid_nisp.png
292,138,150.351085,1.643201,18.99,101541378,sn_acs_only_0292_euclid_vis.png,sn_acs_only_0292_euclid_nisp.png
293,155,150.351684,2.219557,24.17,101544258,sn_acs_only_0293_euclid_vis.png,sn_acs_only_0293_euclid_nisp.png
294,176,150.347714,2.213463,22.02,101544258,sn_acs_only_0294_euclid_vis.png,sn_acs_only_0294_euclid_nisp.png
295,294,150.332070,2.243246,23.11,101544258,sn_acs_only_0295_euclid_vis.png,sn_acs_only_0295_euclid_nisp.png
296,197,150.345960,2.564103,19.50,101545698,sn_acs_only_0296_euclid_vis.png,sn_acs_only_0296_euclid_nisp.png
297,228,150.349698,1.948301,22.30,101542818,sn_acs_only_0297_euclid_vis.png,sn_acs_only_0297_euclid_nisp.png
298,34,150.377798,2.285159,22.32,101544258,sn_acs_only_0298_euclid_vis.png,sn_acs_only_0298_euclid_nisp.png
299,117,150.338458,1.685798,21.24,101541378,sn_acs_only_0299_euclid_vis.png,sn_acs_only_0299_euclid_nisp.png
300,69,150.372848,1.986033,23.05,101542818,sn_acs_only_0300_euclid_vis.png,sn_acs_only_0300_euclid_nisp.png
301,101,150.369415,2.599694,22.67,101545698,sn_acs_only_0301_euclid_vis.png,sn_acs_only_0301_euclid_nisp.png
302,14,150.386074,1.726329,23.42,101541378,sn_acs_only_0302_euclid_vis.png,sn_acs_only_0302_euclid_nisp.png
303,243,150.354674,2.646566,23.08,101547137,sn_acs_only_0303_euclid_vis.png,sn_acs_only_0303_euclid_nisp.png
304,170,150.359213,2.037567,20.73,101542818,sn_acs_only_0304_euclid_vis.png,sn_acs_only_0304_euclid_nisp.png
305,283,150.390143,2.061828,22.87,101542818,sn_acs_only_0305_euclid_vis.png,sn_acs_only_0305_euclid_nisp.png
306,313,150.353968,2.388605,22.35,101544258,sn_acs_only_0306_euclid_vis.png,sn_acs_only_0306_euclid_nisp.png
307,140,150.369156,2.730431,21.15,101547137,sn_acs_only_0307_euclid_vis.png,sn_acs_only_0307_euclid_nisp.png
308,123,150.383493,1.943567,23.37,101542818,sn_acs_only_0308_euclid_vis.png,sn_acs_only_0308_euclid_nisp.png
309,424,150.381304,2.600080,22.26,101545698,sn_acs_only_0309_euclid_vis.png,sn_acs_only_0309_euclid_nisp.png
310,51,150.430086,2.308754,21.32,101544258,sn_acs_only_0310_euclid_vis.png,sn_acs_only_0310_euclid_nisp.png
311,89,150.424715,2.624241,22.12,101545698,sn_acs_only_0311_euclid_vis.png,sn_acs_only_0311_euclid_nisp.png
312,364,150.385685,2.645897,20.62,101547137,sn_acs_only_0312_euclid_vis.png,sn_acs_only_0312_euclid_nisp.png
313,352,150.403315,2.062384,23.96,101542818,sn_acs_only_0313_euclid_vis.png,sn_acs_only_0313_euclid_nisp.png
314,382,150.396898,2.054559,19.44,101542818,sn_acs_only_0314_euclid_vis.png,sn_acs_only_0314_euclid_nisp.png
315,401,150.396991,2.064154,21.15,101542818,sn_acs_only_0315_euclid_vis.png,sn_acs_only_0315_euclid_nisp.png
316,178,150.430685,2.391544,22.02,101544258,sn_acs_only_0316_euclid_vis.png,sn_acs_only_0316_euclid_nisp.png
317,106,150.439725,1.769645,22.01,101541378,sn_acs_only_0317_euclid_vis.png,sn_acs_only_0317_euclid_nisp.png
318,299,150.421759,2.436223,22.58,101545698,sn_acs_only_0318_euclid_vis.png,sn_acs_only_0318_euclid_nisp.png
319,327,150.432314,1.883908,22.45,101541378,sn_acs_only_0319_euclid_vis.png,sn_acs_only_0319_euclid_nisp.png
320,51,150.466299,2.190409,21.59,101544258,sn_acs_only_0320_euclid_vis.png,sn_acs_only_0320_euclid_nisp.png
321,85,150.465622,2.213241,20.57,101544258,sn_acs_only_0321_euclid_vis.png,sn_acs_only_0321_euclid_nisp.png
322,153,150.456125,2.211111,24.10,101544258,sn_acs_only_0322_euclid_vis.png,sn_acs_only_0322_euclid_nisp.png
323,89,150.460203,2.499367,20.88,101545698,sn_acs_only_0323_euclid_vis.png,sn_acs_only_0323_euclid_nisp.png
324,172,150.449920,2.500125,22.39,101545698,sn_acs_only_0324_euclid_vis.png,sn_acs_only_0324_euclid_nisp.png
325,427,150.425156,2.523697,23.23,101545698,sn_acs_only_0325_euclid_vis.png,sn_acs_only_0325_euclid_nisp.png
326,12,150.427331,1.653715,22.31,101541378,sn_acs_only_0326_euclid_vis.png,sn_acs_only_0326_euclid_nisp.png
327,79,150.475456,2.564137,22.96,101545698,sn_acs_only_0327_euclid_vis.png,sn_acs_only_0327_euclid_nisp.png
328,121,150.471818,2.562448,21.35,101545698,sn_acs_only_0328_euclid_vis.png,sn_acs_only_0328_euclid_nisp.png
329,48,150.482865,2.611273,21.19,101545698,sn_acs_only_0329_euclid_vis.png,sn_acs_only_0329_euclid_nisp.png
330,51,150.486370,2.633747,23.85,101545698,sn_acs_only_0330_euclid_vis.png,sn_acs_only_0330_euclid_nisp.png
331,333,150.442632,2.619232,20.85,101545698,sn_acs_only_0331_euclid_vis.png,sn_acs_only_0331_euclid_nisp.png
332,200,150.474697,2.040138,24.33,101542819,sn_acs_only_0332_euclid_vis.png,sn_acs_only_0332_euclid_nisp.png
333,165,150.477073,2.351440,24.22,101544258,sn_acs_only_0333_euclid_vis.png,sn_acs_only_0333_euclid_nisp.png
334,353,150.444885,1.749645,20.33,101541379,sn_acs_only_0334_euclid_vis.png,sn_acs_only_0334_euclid_nisp.png
335,212,150.482884,2.093174,22.43,101542819,sn_acs_only_0335_euclid_vis.png,sn_acs_only_0335_euclid_nisp.png
336,257,150.492274,2.094217,22.47,101542819,sn_acs_only_0336_euclid_vis.png,sn_acs_only_0336_euclid_nisp.png
337,317,150.505082,2.106669,21.26,101542819,sn_acs_only_0337_euclid_vis.png,sn_acs_only_0337_euclid_nisp.png
338,107,150.494486,1.800541,23.86,101541379,sn_acs_only_0338_euclid_vis.png,sn_acs_only_0338_euclid_nisp.png
339,393,150.465340,2.439570,22.25,101545698,sn_acs_only_0339_euclid_vis.png,sn_acs_only_0339_euclid_nisp.png
340,89,150.514158,1.883304,19.97,101541379,sn_acs_only_0340_euclid_vis.png,sn_acs_only_0340_euclid_nisp.png
341,147,150.502164,1.851889,20.99,101541379,sn_acs_only_0341_euclid_vis.png,sn_acs_only_0341_euclid_nisp.png
342,279,150.488648,1.894736,20.53,101542819,sn_acs_only_0342_euclid_vis.png,sn_acs_only_0342_euclid_nisp.png
343,72,150.511308,2.787107,21.83,101547137,sn_acs_only_0343_euclid_vis.png,sn_acs_only_0343_euclid_nisp.png
344,75,150.514513,2.810169,21.21,101547137,sn_acs_only_0344_euclid_vis.png,sn_acs_only_0344_euclid_nisp.png
345,113,150.510133,2.810030,19.51,101547137,sn_acs_only_0345_euclid_vis.png,sn_acs_only_0345_euclid_nisp.png
346,135,150.506964,2.809135,23.36,101547137,sn_acs_only_0346_euclid_vis.png,sn_acs_only_0346_euclid_nisp.png
347,137,150.506828,2.809478,22.34,101547137,sn_acs_only_0347_euclid_vis.png,sn_acs_only_0347_euclid_nisp.png
348,332,150.479400,2.798366,23.27,101547137,sn_acs_only_0348_euclid_vis.png,sn_acs_only_0348_euclid_nisp.png
349,398,150.474525,2.818562,24.22,101547137,sn_acs_only_0349_euclid_vis.png,sn_acs_only_0349_euclid_nisp.png
350,356,150.484993,2.543001,20.87,101545698,sn_acs_only_0350_euclid_vis.png,sn_acs_only_0350_euclid_nisp.png
351,42,150.525522,1.921301,19.71,101542819,sn_acs_only_0351_euclid_vis.png,sn_acs_only_0351_euclid_nisp.png
352,64,150.520432,1.908807,19.42,101542819,sn_acs_only_0352_euclid_vis.png,sn_acs_only_0352_euclid_nisp.png
353,137,150.524616,2.587347,22.17,101545699,sn_acs_only_0353_euclid_vis.png,sn_acs_only_0353_euclid_nisp.png
354,147,150.522780,2.581910,24.08,101545699,sn_acs_only_0354_euclid_vis.png,sn_acs_only_0354_euclid_nisp.png
355,359,150.497129,2.588605,18.73,101545698,sn_acs_only_0355_euclid_vis.png,sn_acs_only_0355_euclid_nisp.png
356,57,150.536238,1.706031,23.80,101541379,sn_acs_only_0356_euclid_vis.png,sn_acs_only_0356_euclid_nisp.png
357,218,150.510987,2.600200,20.87,101545699,sn_acs_only_0357_euclid_vis.png,sn_acs_only_0357_euclid_nisp.png
358,309,150.513663,2.373660,21.47,101544259,sn_acs_only_0358_euclid_vis.png,sn_acs_only_0358_euclid_nisp.png
359,324,150.513592,2.060545,21.83,101542819,sn_acs_only_0359_euclid_vis.png,sn_acs_only_0359_euclid_nisp.png
360,406,150.503296,2.062229,22.60,101542819,sn_acs_only_0360_euclid_vis.png,sn_acs_only_0360_euclid_nisp.png
361,52,150.555026,2.403436,22.04,101545699,sn_acs_only_0361_euclid_vis.png,sn_acs_only_0361_euclid_nisp.png
362,280,150.546573,2.195403,23.54,101544259,sn_acs_only_0362_euclid_vis.png,sn_acs_only_0362_euclid_nisp.png
363,308,150.541166,2.178689,23.69,101544259,sn_acs_only_0363_euclid_vis.png,sn_acs_only_0363_euclid_nisp.png
364,309,150.541321,2.180046,21.63,101544259,sn_acs_only_0364_euclid_vis.png,sn_acs_only_0364_euclid_nisp.png
365,383,150.532343,2.178159,22.60,101544259,sn_acs_only_0365_euclid_vis.png,sn_acs_only_0365_euclid_nisp.png
366,396,150.530307,2.175683,21.45,101544259,sn_acs_only_0366_euclid_vis.png,sn_acs_only_0366_euclid_nisp.png
367,129,150.570138,1.937952,22.24,101542819,sn_acs_only_0367_euclid_vis.png,sn_acs_only_0367_euclid_nisp.png
368,162,150.557731,1.892078,23.51,101542819,sn_acs_only_0368_euclid_vis.png,sn_acs_only_0368_euclid_nisp.png
369,225,150.547559,1.893989,19.15,101542819,sn_acs_only_0369_euclid_vis.png,sn_acs_only_0369_euclid_nisp.png
370,127,150.579146,2.282917,24.15,101544259,sn_acs_only_0370_euclid_vis.png,sn_acs_only_0370_euclid_nisp.png
371,131,150.581058,2.617413,21.34,101545699,sn_acs_only_0371_euclid_vis.png,sn_acs_only_0371_euclid_nisp.png
372,161,150.596900,1.746109,23.07,101541379,sn_acs_only_0372_euclid_vis.png,sn_acs_only_0372_euclid_nisp.png
373,198,150.577696,2.662708,19.28,101547138,sn_acs_only_0373_euclid_vis.png,sn_acs_only_0373_euclid_nisp.png
374,19,150.606100,2.060671,21.06,101542819,sn_acs_only_0374_euclid_vis.png,sn_acs_only_0374_euclid_nisp.png
375,42,150.602292,2.060881,22.78,101542819,sn_acs_only_0375_euclid_vis.png,sn_acs_only_0375_euclid_nisp.png
376,24,150.614822,2.412002,21.84,101545699,sn_acs_only_0376_euclid_vis.png,sn_acs_only_0376_euclid_nisp.png
377,226,150.610770,1.779657,20.00,101541379,sn_acs_only_0377_euclid_vis.png,sn_acs_only_0377_euclid_nisp.png
378,97,150.612588,2.454106,21.35,101545699,sn_acs_only_0378_euclid_vis.png,sn_acs_only_0378_euclid_nisp.png
379,222,150.614461,1.835338,21.17,101541379,sn_acs_only_0379_euclid_vis.png,sn_acs_only_0379_euclid_nisp.png
380,306,150.587744,2.773168,23.20,101547138,sn_acs_only_0380_euclid_vis.png,sn_acs_only_0380_euclid_nisp.png
381,105,150.612307,2.172345,21.20,101544259,sn_acs_only_0381_euclid_vis.png,sn_acs_only_0381_euclid_nisp.png
382,111,150.609659,2.167869,21.04,101544259,sn_acs_only_0382_euclid_vis.png,sn_acs_only_0382_euclid_nisp.png
383,192,150.592067,2.477487,20.62,101545699,sn_acs_only_0383_euclid_vis.png,sn_acs_only_0383_euclid_nisp.png
384,92,150.598998,1.927891,22.75,101542819,sn_acs_only_0384_euclid_vis.png,sn_acs_only_0384_euclid_nisp.png
385,56,150.630341,2.246030,18.79,101544259,sn_acs_only_0385_euclid_vis.png,sn_acs_only_0385_euclid_nisp.png
386,154,150.613511,2.243144,21.26,101544259,sn_acs_only_0386_euclid_vis.png,sn_acs_only_0386_euclid_nisp.png
387,262,150.595284,2.230072,23.83,101544259,sn_acs_only_0387_euclid_vis.png,sn_acs_only_0387_euclid_nisp.png
388,99,150.627212,1.951786,22.44,101542819,sn_acs_only_0388_euclid_vis.png,sn_acs_only_0388_euclid_nisp.png
389,198,150.606186,1.931541,24.09,101542819,sn_acs_only_0389_euclid_vis.png,sn_acs_only_0389_euclid_nisp.png
390,259,150.600626,1.943889,23.53,101542819,sn_acs_only_0390_euclid_vis.png,sn_acs_only_0390_euclid_nisp.png
391,324,150.593500,2.285101,21.90,101544259,sn_acs_only_0391_euclid_vis.png,sn_acs_only_0391_euclid_nisp.png
392,84,150.611553,1.679984,22.61,101541379,sn_acs_only_0392_euclid_vis.png,sn_acs_only_0392_euclid_nisp.png
393,198,150.635553,1.669113,20.73,101541379,sn_acs_only_0393_euclid_vis.png,sn_acs_only_0393_euclid_nisp.png
394,182,150.629529,2.332116,20.72,101544259,sn_acs_only_0394_euclid_vis.png,sn_acs_only_0394_euclid_nisp.png
395,82,150.624098,1.765680,21.02,101541379,sn_acs_only_0395_euclid_vis.png,sn_acs_only_0395_euclid_nisp.png
396,116,150.628100,1.741786,23.54,101541379,sn_acs_only_0396_euclid_vis.png,sn_acs_only_0396_euclid_nisp.png
397,219,150.651888,1.725738,23.17,101541379,sn_acs_only_0397_euclid_vis.png,sn_acs_only_0397_euclid_nisp.png
398,30,150.620795,1.815006,20.31,101541379,sn_acs_only_0398_euclid_vis.png,sn_acs_only_0398_euclid_nisp.png
399,88,150.625119,1.781777,18.34,101541379,sn_acs_only_0399_euclid_vis.png,sn_acs_only_0399_euclid_nisp.png
400,94,150.628521,1.799152,21.87,101541379,sn_acs_only_0400_euclid_vis.png,sn_acs_only_0400_euclid_nisp.png
401,21,150.618853,2.109712,21.56,101542819,sn_acs_only_0401_euclid_vis.png,sn_acs_only_0401_euclid_nisp.png
402,43,150.619948,2.093728,20.60,101542819,sn_acs_only_0402_euclid_vis.png,sn_acs_only_0402_euclid_nisp.png
403,61,150.626438,2.104269,21.49,101542819,sn_acs_only_0403_euclid_vis.png,sn_acs_only_0403_euclid_nisp.png
404,110,150.640638,2.131089,23.80,101542819,sn_acs_only_0404_euclid_vis.png,sn_acs_only_0404_euclid_nisp.png
405,139,150.653542,1.861834,21.21,101541379,sn_acs_only_0405_euclid_vis.png,sn_acs_only_0405_euclid_nisp.png
406,154,150.649204,1.816152,23.43,101541379,sn_acs_only_0406_euclid_vis.png,sn_acs_only_0406_euclid_nisp.png
407,270,150.637619,2.443065,24.26,101545699,sn_acs_only_0407_euclid_vis.png,sn_acs_only_0407_euclid_nisp.png
408,271,150.637436,2.442747,21.99,101545699,sn_acs_only_0408_euclid_vis.png,sn_acs_only_0408_euclid_nisp.png
409,303,150.629538,2.413432,23.25,101545699,sn_acs_only_0409_euclid_vis.png,sn_acs_only_0409_euclid_nisp.png
410,327,150.633337,2.447431,20.77,101545699,sn_acs_only_0410_euclid_vis.png,sn_acs_only_0410_euclid_nisp.png
411,362,150.647969,2.802278,23.95,101547138,sn_acs_only_0411_euclid_vis.png,sn_acs_only_0411_euclid_nisp.png
412,192,150.664756,1.640128,23.72,101539939,sn_acs_only_0412_euclid_vis.png,sn_acs_only_0412_euclid_nisp.png
413,137,150.666975,2.522780,19.02,101545699,sn_acs_only_0413_euclid_vis.png,sn_acs_only_0413_euclid_nisp.png
414,131,150.661325,1.926145,21.81,101542819,sn_acs_only_0414_euclid_vis.png,sn_acs_only_0414_euclid_nisp.png
415,25,150.649425,1.666440,21.95,101541379,sn_acs_only_0415_euclid_vis.png,sn_acs_only_0415_euclid_nisp.png
416,63,150.695496,2.610213,23.67,101545699,sn_acs_only_0416_euclid_vis.png,sn_acs_only_0416_euclid_nisp.png
417,328,150.648279,2.587202,23.12,101545699,sn_acs_only_0417_euclid_vis.png,sn_acs_only_0417_euclid_nisp.png
418,182,150.690852,1.722927,21.49,101541379,sn_acs_only_0418_euclid_vis.png,sn_acs_only_0418_euclid_nisp.png
419,179,150.684097,2.026564,22.26,101542819,sn_acs_only_0419_euclid_vis.png,sn_acs_only_0419_euclid_nisp.png
420,35,150.671903,1.773031,19.45,101541379,sn_acs_only_0420_euclid_vis.png,sn_acs_only_0420_euclid_nisp.png
421,108,150.699021,1.788937,18.56,101541380,sn_acs_only_0421_euclid_vis.png,sn_acs_only_0421_euclid_nisp.png
422,169,150.683079,1.764685,22.59,101541379,sn_acs_only_0422_euclid_vis.png,sn_acs_only_0422_euclid_nisp.png
423,86,150.675671,2.680761,22.18,101547138,sn_acs_only_0423_euclid_vis.png,sn_acs_only_0423_euclid_nisp.png
424,91,150.683232,2.409095,21.54,101545699,sn_acs_only_0424_euclid_vis.png,sn_acs_only_0424_euclid_nisp.png
425,270,150.725638,2.743679,20.81,101547138,sn_acs_only_0425_euclid_vis.png,sn_acs_only_0425_euclid_nisp.png
426,287,150.732418,2.159244,22.80,101544259,sn_acs_only_0426_euclid_vis.png,sn_acs_only_0426_euclid_nisp.png
427,294,150.734422,2.166962,22.04,101544260,sn_acs_only_0427_euclid_vis.png,sn_acs_only_0427_euclid_nisp.png
428,21,150.687698,2.499557,21.33,101545699,sn_acs_only_0428_euclid_vis.png,sn_acs_only_0428_euclid_nisp.png
429,156,150.714071,2.458070,23.61,101545699,sn_acs_only_0429_euclid_vis.png,sn_acs_only_0429_euclid_nisp.png
430,162,150.715874,2.465614,21.38,101545699,sn_acs_only_0430_euclid_vis.png,sn_acs_only_0430_euclid_nisp.png
431,58,150.730359,2.547661,21.76,101545699,sn_acs_only_0431_euclid_vis.png,sn_acs_only_0431_euclid_nisp.png
432,35,150.703359,2.256297,20.23,101544259,sn_acs_only_0432_euclid_vis.png,sn_acs_only_0432_euclid_nisp.png
433,337,150.702897,2.568203,24.13,101545699,sn_acs_only_0433_euclid_vis.png,sn_acs_only_0433_euclid_nisp.png
434,237,150.716493,1.703986,23.50,101541380,sn_acs_only_0434_euclid_vis.png,sn_acs_only_0434_euclid_nisp.png
435,305,150.728043,2.380509,24.19,101544259,sn_acs_only_0435_euclid_vis.png,sn_acs_only_0435_euclid_nisp.png
436,324,150.722174,2.360682,23.45,101544259,sn_acs_only_0436_euclid_vis.png,sn_acs_only_0436_euclid_nisp.png
437,265,149.495443,2.520352,24.43,101545694,sn_acs_only_0437_euclid_vis.png,sn_acs_only_0437_euclid_nisp.png
438,795,149.504571,1.729228,25.07,101541375,sn_acs_only_0438_euclid_vis.png,sn_acs_only_0438_euclid_nisp.png
