seq,id,ra,dec,mag,tile,hstpng
324,1500042904022654400,150.004290,2.265440,23.77,066,sn_euclid_only_0324_hst.png
325,1499941106022502161,149.994111,2.250216,16.52,066,sn_euclid_only_0325_hst.png
326,1500645119023004924,150.064512,2.300492,15.68,077,sn_euclid_only_0326_hst.png
327,1500418337023153055,150.041834,2.315306,25.32,078,sn_euclid_only_0327_hst.png
328,1500216791023370884,150.021679,2.337088,17.30,078,sn_euclid_only_0328_hst.png
329,1500894499023539520,150.089450,2.353952,18.28,077,sn_euclid_only_0329_hst.png
330,1501939938023269892,150.193994,2.326989,15.55,077,sn_euclid_only_0330_hst.png
331,1501362177023279645,150.136218,2.327965,18.97,077,sn_euclid_only_0331_hst.png
332,1501832035024457166,150.183204,2.445717,17.36,077,sn_euclid_only_0332_hst.png
333,1500009993023851173,150.000999,2.385117,16.57,078,sn_euclid_only_0333_hst.png
334,1500285456024364468,150.028546,2.436447,18.24,078,sn_euclid_only_0334_hst.png
335,1500829626024927501,150.082963,2.492750,16.90,089,sn_euclid_only_0335_hst.png
336,1500628506024118313,150.062851,2.411831,18.29,077,sn_euclid_only_0336_hst.png
337,1501379661024046473,150.137966,2.404647,19.17,077,sn_euclid_only_0337_hst.png
338,1502189378024812240,150.218938,2.481224,16.76,089,sn_euclid_only_0338_hst.png
339,1500289792024327125,150.028979,2.432713,18.16,078,sn_euclid_only_0339_hst.png
340,1500646001023887387,150.064600,2.388739,17.43,077,sn_euclid_only_0340_hst.png
341,1501083093024039240,150.108309,2.403924,16.53,077,sn_euclid_only_0341_hst.png
342,1499977809024352136,149.997781,2.435214,23.83,078,sn_euclid_only_0342_hst.png
343,1500100188024665821,150.010019,2.466582,18.34,090,sn_euclid_only_0343_hst.png
344,1500698719024456978,150.069872,2.445698,24.63,077,sn_euclid_only_0344_hst.png
345,1503279521023835313,150.327952,2.383531,17.94,076,sn_euclid_only_0345_hst.png
346,1501497078024072113,150.149708,2.407211,16.66,077,sn_euclid_only_0346_hst.png
347,1502928326023970201,150.292833,2.397020,18.87,076,sn_euclid_only_0347_hst.png
348,1500423207025017061,150.042321,2.501706,17.98,090,sn_euclid_only_0348_hst.png
349,1500915570024355902,150.091557,2.435590,25.19,077,sn_euclid_only_0349_hst.png
350,1501543277024373302,150.154328,2.437330,16.34,077,sn_euclid_only_0350_hst.png
351,1500346577025440348,150.034658,2.544035,20.29,090,sn_euclid_only_0351_hst.png
352,1503913811024781247,150.391381,2.478125,18.65,088,sn_euclid_only_0352_hst.png
353,1502475280023897137,150.247528,2.389714,15.73,076,sn_euclid_only_0353_hst.png
354,1502844727024339268,150.284473,2.433927,22.80,076,sn_euclid_only_0354_hst.png
355,1502695095024035713,150.269510,2.403571,22.79,076,sn_euclid_only_0355_hst.png
356,1503068872024583021,150.306887,2.458302,15.47,076,sn_euclid_only_0356_hst.png
357,1503242368023859062,150.324237,2.385906,19.27,076,sn_euclid_only_0357_hst.png
358,1503539663023878025,150.353966,2.387803,18.68,076,sn_euclid_only_0358_hst.png
359,1502776691024847493,150.277669,2.484749,17.61,088,sn_euclid_only_0359_hst.png
360,1502575480023878760,150.257548,2.387876,18.51,076,sn_euclid_only_0360_hst.png
361,1504327385024114693,150.432739,2.411469,18.43,075,sn_euclid_only_0361_hst.png
362,1502708116024791058,150.270812,2.479106,19.81,088,sn_euclid_only_0362_hst.png
363,1501978374019913302,150.197837,1.991330,15.41,053,sn_euclid_only_0363_hst.png
364,1501431048019320657,150.143105,1.932066,18.42,041,sn_euclid_only_0364_hst.png
365,1501829170019066589,150.182917,1.906659,23.06,041,sn_euclid_only_0365_hst.png
366,1499654378019254575,149.965438,1.925458,18.20,042,sn_euclid_only_0366_hst.png
367,1500640028021013582,150.064003,2.101358,16.00,053,sn_euclid_only_0367_hst.png
368,1499967558018845745,149.996756,1.884575,19.87,042,sn_euclid_only_0368_hst.png
369,1501339995019086519,150.134000,1.908652,16.01,041,sn_euclid_only_0369_hst.png
370,1500800599018867758,150.080060,1.886776,16.72,041,sn_euclid_only_0370_hst.png
371,1499694991020313572,149.969499,2.031357,18.57,054,sn_euclid_only_0371_hst.png
372,1500611831018825745,150.061183,1.882575,18.45,041,sn_euclid_only_0372_hst.png
373,1500576670021040022,150.057667,2.104002,17.71,054,sn_euclid_only_0373_hst.png
374,1501072431019009804,150.107243,1.900980,19.31,041,sn_euclid_only_0374_hst.png
375,1501939625020422145,150.193963,2.042215,22.46,053,sn_euclid_only_0375_hst.png
376,1501032368020419465,150.103237,2.041947,17.78,053,sn_euclid_only_0376_hst.png
377,1499638697019024936,149.963870,1.902494,16.61,042,sn_euclid_only_0377_hst.png
378,1500481135020424329,150.048114,2.042433,17.89,054,sn_euclid_only_0378_hst.png
379,1501048142020902510,150.104814,2.090251,15.50,053,sn_euclid_only_0379_hst.png
380,1499770730020413861,149.977073,2.041386,16.54,054,sn_euclid_only_0380_hst.png
381,1501594334020548631,150.159433,2.054863,17.20,053,sn_euclid_only_0381_hst.png
382,1501051538020856255,150.105154,2.085626,15.72,053,sn_euclid_only_0382_hst.png
383,1500649453020727911,150.064945,2.072791,20.28,053,sn_euclid_only_0383_hst.png
384,1503057095018295620,150.305710,1.829562,16.06,040,sn_euclid_only_0384_hst.png
385,1502509165018118630,150.250917,1.811863,18.22,040,sn_euclid_only_0385_hst.png
386,1502750772018197071,150.275077,1.819707,19.00,040,sn_euclid_only_0386_hst.png
387,1503230459018725429,150.323046,1.872543,18.37,040,sn_euclid_only_0387_hst.png
388,1501818400018422102,150.181840,1.842210,15.91,041,sn_euclid_only_0388_hst.png
389,1502072535018645412,150.207254,1.864541,18.10,041,sn_euclid_only_0389_hst.png
390,1502254988018507799,150.225499,1.850780,18.05,041,sn_euclid_only_0390_hst.png
391,1502918310017833099,150.291831,1.783310,21.14,028,sn_euclid_only_0391_hst.png
392,1502120508018043281,150.212051,1.804328,18.71,041,sn_euclid_only_0392_hst.png
393,1500426691018721124,150.042669,1.872112,24.18,042,sn_euclid_only_0393_hst.png
394,1501635367018576450,150.163537,1.857645,17.30,041,sn_euclid_only_0394_hst.png
395,1497985352019560942,149.798535,1.956094,16.83,043,sn_euclid_only_0395_hst.png
396,1497350687020163938,149.735069,2.016394,18.93,055,sn_euclid_only_0396_hst.png
397,1498239715020117736,149.823972,2.011774,18.55,055,sn_euclid_only_0397_hst.png
398,1498335149020583012,149.833515,2.058301,18.84,055,sn_euclid_only_0398_hst.png
399,1499263698019363943,149.926370,1.936394,19.26,042,sn_euclid_only_0399_hst.png
400,1497564774019789466,149.756477,1.978947,20.10,055,sn_euclid_only_0400_hst.png
401,1497693009019859664,149.769301,1.985966,20.08,055,sn_euclid_only_0401_hst.png
402,1499330397020858659,149.933040,2.085866,18.56,054,sn_euclid_only_0402_hst.png
403,1499059577020257539,149.905958,2.025754,18.86,054,sn_euclid_only_0403_hst.png
404,1498613096019876044,149.861310,1.987604,21.76,055,sn_euclid_only_0404_hst.png
405,1498619410021544159,149.861941,2.154416,18.44,067,sn_euclid_only_0405_hst.png
406,1498551188022936931,149.855119,2.293693,18.37,067,sn_euclid_only_0406_hst.png
407,1499329376022674173,149.932938,2.267417,19.99,066,sn_euclid_only_0407_hst.png
408,1499142570022785541,149.914257,2.278554,17.95,066,sn_euclid_only_0408_hst.png
409,1499052551022661460,149.905255,2.266146,16.14,066,sn_euclid_only_0409_hst.png
410,1497801125021329426,149.780113,2.132943,18.99,067,sn_euclid_only_0410_hst.png
411,1499613002021537236,149.961300,2.153724,17.91,066,sn_euclid_only_0411_hst.png
412,1499138400022605370,149.913840,2.260537,17.67,066,sn_euclid_only_0412_hst.png
413,1499036741023027788,149.903674,2.302779,22.01,078,sn_euclid_only_0413_hst.png
414,1499428128022594524,149.942813,2.259452,18.39,066,sn_euclid_only_0414_hst.png
415,1498831093022832705,149.883109,2.283271,18.99,067,sn_euclid_only_0415_hst.png
416,1498515448023485031,149.851545,2.348503,20.32,079,sn_euclid_only_0416_hst.png
417,1498444809022171709,149.844481,2.217171,19.32,067,sn_euclid_only_0417_hst.png
418,1499443927023320932,149.944393,2.332093,18.00,078,sn_euclid_only_0418_hst.png
419,1498409382023399429,149.840938,2.339943,18.47,079,sn_euclid_only_0419_hst.png
420,1498382001023311259,149.838200,2.331126,17.02,079,sn_euclid_only_0420_hst.png
421,1499163801021483290,149.916380,2.148329,23.91,066,sn_euclid_only_0421_hst.png
422,1499197262023538035,149.919726,2.353804,17.88,078,sn_euclid_only_0422_hst.png
423,1498520944023150012,149.852094,2.315001,19.43,079,sn_euclid_only_0423_hst.png
424,1499461712022889587,149.946171,2.288959,19.53,066,sn_euclid_only_0424_hst.png
425,1498167487021991933,149.816749,2.199193,19.37,067,sn_euclid_only_0425_hst.png
426,1504749999023722488,150.475000,2.372249,16.19,075,sn_euclid_only_0426_hst.png
427,1504776031023506074,150.477603,2.350607,17.83,075,sn_euclid_only_0427_hst.png
428,1502750949018197094,150.275095,1.819709,19.15,040,sn_euclid_only_0428_hst.png
429,1502751352018469681,150.275135,1.846968,17.82,040,sn_euclid_only_0429_hst.png
430,1499237795025766226,149.923780,2.576623,23.57,090,sn_euclid_only_0430_hst.png
431,1499545804025076930,149.954580,2.507693,19.90,090,sn_euclid_only_0431_hst.png
432,1499454693024382199,149.945469,2.438220,18.30,078,sn_euclid_only_0432_hst.png
433,1499272063025466843,149.927206,2.546684,18.01,090,sn_euclid_only_0433_hst.png
434,1498239705020117773,149.823971,2.011777,18.59,055,sn_euclid_only_0434_hst.png
435,1497445065020275162,149.744507,2.027516,19.61,055,sn_euclid_only_0435_hst.png
436,1501822187018507997,150.182219,1.850800,18.48,041,sn_euclid_only_0436_hst.png
437,1499101543024561929,149.910154,2.456193,17.64,078,sn_euclid_only_0437_hst.png
438,1498335178020583007,149.833518,2.058301,18.86,055,sn_euclid_only_0438_hst.png
439,1502410240018755309,150.241024,1.875531,19.27,040,sn_euclid_only_0439_hst.png
440,1504819918023717155,150.481992,2.371716,15.34,075,sn_euclid_only_0440_hst.png
441,1499256397025740363,149.925640,2.574036,20.06,090,sn_euclid_only_0441_hst.png
442,1502125150020433798,150.212515,2.043380,15.61,053,sn_euclid_only_0442_hst.png
443,1499059601020257603,149.905960,2.025760,18.76,054,sn_euclid_only_0443_hst.png
444,1499148802021115342,149.914880,2.111534,16.12,054,sn_euclid_only_0444_hst.png
445,1502505239020202004,150.250524,2.020200,18.59,052,sn_euclid_only_0445_hst.png
446,1503063457020765356,150.306346,2.076536,18.00,052,sn_euclid_only_0446_hst.png
447,1499414812020178353,149.941481,2.017835,18.03,054,sn_euclid_only_0447_hst.png
448,1503234389021077463,150.323439,2.107746,23.20,052,sn_euclid_only_0448_hst.png
449,1498718444021006830,149.871844,2.100683,18.35,055,sn_euclid_only_0449_hst.png
450,1503056904021185842,150.305690,2.118584,18.44,052,sn_euclid_only_0450_hst.png
451,1502354893019170840,150.235489,1.917084,19.26,040,sn_euclid_only_0451_hst.png
452,1503382658020941089,150.338266,2.094109,22.16,052,sn_euclid_only_0452_hst.png
453,1505080607023843945,150.508061,2.384395,24.22,075,sn_euclid_only_0453_hst.png
454,1499330442020858702,149.933044,2.085870,18.51,054,sn_euclid_only_0454_hst.png
455,1497898012019635863,149.789801,1.963586,22.18,055,sn_euclid_only_0455_hst.png
456,1498852081020236424,149.885208,2.023642,16.49,055,sn_euclid_only_0456_hst.png
457,1497639504020749681,149.763950,2.074968,16.70,055,sn_euclid_only_0457_hst.png
458,1497378855020599960,149.737886,2.059996,24.33,055,sn_euclid_only_0458_hst.png
459,1497578942019887967,149.757894,1.988797,18.83,055,sn_euclid_only_0459_hst.png
460,1502847291020420241,150.284729,2.042024,17.45,052,sn_euclid_only_0460_hst.png
461,1503659507020261354,150.365951,2.026135,25.04,052,sn_euclid_only_0461_hst.png
462,1502079678020833354,150.207968,2.083335,19.55,053,sn_euclid_only_0462_hst.png
463,1502360574021813684,150.236057,2.181368,18.67,064,sn_euclid_only_0463_hst.png
464,1503604289022345356,150.360429,2.234536,24.68,064,sn_euclid_only_0464_hst.png
465,1503586844023172704,150.358684,2.317270,15.88,076,sn_euclid_only_0465_hst.png
466,1502060148020006174,150.206015,2.000617,17.78,053,sn_euclid_only_0466_hst.png
467,1504750034023722519,150.475003,2.372252,16.29,075,sn_euclid_only_0467_hst.png
468,1502672534019570683,150.267253,1.957068,17.68,040,sn_euclid_only_0468_hst.png
469,1503488648019291869,150.348865,1.929187,25.10,040,sn_euclid_only_0469_hst.png
470,1503780396021125852,150.378040,2.112585,15.61,052,sn_euclid_only_0470_hst.png
471,1502497813019468225,150.249781,1.946823,16.66,040,sn_euclid_only_0471_hst.png
472,1503187766019899996,150.318777,1.990000,17.75,052,sn_euclid_only_0472_hst.png
473,1500018289019201969,150.001829,1.920197,17.98,042,sn_euclid_only_0473_hst.png
474,1501256332019649972,150.125633,1.964997,16.27,053,sn_euclid_only_0474_hst.png
475,1501032373020419519,150.103237,2.041952,17.75,053,sn_euclid_only_0475_hst.png
476,1500576651021040029,150.057665,2.104003,17.74,054,sn_euclid_only_0476_hst.png
477,1501072471019009857,150.107247,1.900986,19.36,041,sn_euclid_only_0477_hst.png
478,1500056328020063369,150.005633,2.006337,17.74,054,sn_euclid_only_0478_hst.png
479,1501594367020548673,150.159437,2.054867,17.25,053,sn_euclid_only_0479_hst.png
480,1502315244018868561,150.231524,1.886856,19.14,040,sn_euclid_only_0480_hst.png
481,1503852428021991304,150.385243,2.199130,18.53,064,sn_euclid_only_0481_hst.png
482,1502324738022529694,150.232474,2.252969,20.56,064,sn_euclid_only_0482_hst.png
483,1503317476022074849,150.331748,2.207485,22.67,064,sn_euclid_only_0483_hst.png
484,1502321293022517392,150.232129,2.251739,24.41,064,sn_euclid_only_0484_hst.png
485,1502213881022758470,150.221388,2.275847,15.68,065,sn_euclid_only_0485_hst.png
486,1503906097022030321,150.390610,2.203032,17.54,064,sn_euclid_only_0486_hst.png
487,1503760082022251501,150.376008,2.225150,25.15,064,sn_euclid_only_0487_hst.png
488,1503510477020103147,150.351048,2.010315,17.67,052,sn_euclid_only_0488_hst.png
489,1504392981022545467,150.439298,2.254547,23.35,063,sn_euclid_only_0489_hst.png
490,1502415056023505044,150.241506,2.350504,15.42,076,sn_euclid_only_0490_hst.png
491,1502234612023415789,150.223461,2.341579,18.45,077,sn_euclid_only_0491_hst.png
492,1500224712019426021,150.022471,1.942602,17.53,042,sn_euclid_only_0492_hst.png
493,1500162973020973795,150.016297,2.097380,15.61,054,sn_euclid_only_0493_hst.png
494,1499967590018845866,149.996759,1.884587,19.94,042,sn_euclid_only_0494_hst.png
495,1499654378019254668,149.965438,1.925467,18.25,042,sn_euclid_only_0495_hst.png
496,1501351108020278194,150.135111,2.027819,15.50,053,sn_euclid_only_0496_hst.png
497,1501748828020797731,150.174883,2.079773,16.66,053,sn_euclid_only_0497_hst.png
498,1501051537020856288,150.105154,2.085629,15.79,053,sn_euclid_only_0498_hst.png
499,1500866743019227780,150.086674,1.922778,17.57,041,sn_euclid_only_0499_hst.png
500,1501744221019108492,150.174422,1.910849,17.91,041,sn_euclid_only_0500_hst.png
501,1501978473019913306,150.197847,1.991331,15.50,053,sn_euclid_only_0501_hst.png
502,1501369654021146916,150.136965,2.114692,16.26,053,sn_euclid_only_0502_hst.png
503,1499936835020219974,149.993684,2.021997,17.43,054,sn_euclid_only_0503_hst.png
504,1500443106020831389,150.044311,2.083139,15.52,054,sn_euclid_only_0504_hst.png
505,1501177089019026177,150.117709,1.902618,18.10,041,sn_euclid_only_0505_hst.png
506,1503800188023466872,150.380019,2.346687,17.91,076,sn_euclid_only_0506_hst.png
507,1500656272024160629,150.065627,2.416063,25.43,077,sn_euclid_only_0507_hst.png
508,1499850824020687436,149.985082,2.068744,15.44,054,sn_euclid_only_0508_hst.png
509,1500009040025585176,150.000904,2.558518,18.62,090,sn_euclid_only_0509_hst.png
510,1501083079024039290,150.108308,2.403929,16.45,077,sn_euclid_only_0510_hst.png
511,1500080059024879946,150.008006,2.487995,15.96,090,sn_euclid_only_0511_hst.png
512,1502189377024812249,150.218938,2.481225,16.76,089,sn_euclid_only_0512_hst.png
513,1502475319023897088,150.247532,2.389709,15.61,076,sn_euclid_only_0513_hst.png
514,1503142059024225011,150.314206,2.422501,15.90,076,sn_euclid_only_0514_hst.png
515,1500092054022143168,150.009205,2.214317,19.74,066,sn_euclid_only_0515_hst.png
516,1500168439024906540,150.016844,2.490654,19.33,090,sn_euclid_only_0516_hst.png
517,1504886494023932942,150.488649,2.393294,18.38,075,sn_euclid_only_0517_hst.png
518,1500346577025440335,150.034658,2.544034,20.34,090,sn_euclid_only_0518_hst.png
519,1501414790023578439,150.141479,2.357844,25.42,077,sn_euclid_only_0519_hst.png
520,1499948529022503822,149.994853,2.250382,17.49,066,sn_euclid_only_0520_hst.png
521,1501734009021257443,150.173401,2.125744,18.34,053,sn_euclid_only_0521_hst.png
522,1504842339024338634,150.484234,2.433863,16.80,075,sn_euclid_only_0522_hst.png
523,1500036372024393315,150.003637,2.439332,24.55,078,sn_euclid_only_0523_hst.png
524,1501409377022608662,150.140938,2.260866,18.19,065,sn_euclid_only_0524_hst.png
525,1503583936024389451,150.358394,2.438945,16.22,076,sn_euclid_only_0525_hst.png
526,1501367614023875536,150.136761,2.387554,15.50,077,sn_euclid_only_0526_hst.png
527,1501369725023393603,150.136973,2.339360,17.83,077,sn_euclid_only_0527_hst.png
528,1499718194023169733,149.971819,2.316973,18.49,078,sn_euclid_only_0528_hst.png
529,1500465133021882727,150.046513,2.188273,16.86,066,sn_euclid_only_0529_hst.png
530,1502844738024339279,150.284474,2.433928,22.82,076,sn_euclid_only_0530_hst.png
531,1501543250024373319,150.154325,2.437332,16.32,077,sn_euclid_only_0531_hst.png
532,1502236384024806620,150.223638,2.480662,19.05,089,sn_euclid_only_0532_hst.png
533,1504327446024114702,150.432745,2.411470,18.53,075,sn_euclid_only_0533_hst.png
534,1501501137021702077,150.150114,2.170208,16.62,065,sn_euclid_only_0534_hst.png
535,1502739463024726015,150.273946,2.472602,16.63,088,sn_euclid_only_0535_hst.png
536,1502100711024660240,150.210071,2.466024,18.63,089,sn_euclid_only_0536_hst.png
537,1502824711024147885,150.282471,2.414789,23.61,076,sn_euclid_only_0537_hst.png
538,1499938974024629192,149.993897,2.462919,17.82,090,sn_euclid_only_0538_hst.png
539,1500009982023851172,150.000998,2.385117,16.53,078,sn_euclid_only_0539_hst.png
540,1500114017025241965,150.011402,2.524197,17.08,090,sn_euclid_only_0540_hst.png
541,1500698706024456976,150.069871,2.445698,24.63,077,sn_euclid_only_0541_hst.png
542,1501450329024137763,150.145033,2.413776,17.98,077,sn_euclid_only_0542_hst.png
543,1502028374024667214,150.202837,2.466721,18.81,089,sn_euclid_only_0543_hst.png
544,1500100224024665804,150.010022,2.466580,18.50,090,sn_euclid_only_0544_hst.png
545,1501832019024457158,150.183202,2.445716,17.36,077,sn_euclid_only_0545_hst.png
546,1500628487024118310,150.062849,2.411831,18.31,077,sn_euclid_only_0546_hst.png
547,1503279559023835351,150.327956,2.383535,18.03,076,sn_euclid_only_0547_hst.png
548,1502451372025380664,150.245137,2.538066,15.42,088,sn_euclid_only_0548_hst.png
549,1500292688025843416,150.029269,2.584342,15.76,090,sn_euclid_only_0549_hst.png
550,1503509253024719042,150.350925,2.471904,18.78,088,sn_euclid_only_0550_hst.png
551,1502693385024601356,150.269339,2.460136,17.72,076,sn_euclid_only_0551_hst.png
552,1502708139024791043,150.270814,2.479104,19.86,088,sn_euclid_only_0552_hst.png
553,1502906283024646717,150.290628,2.464672,19.59,088,sn_euclid_only_0553_hst.png
554,1503068915024583127,150.306892,2.458313,15.55,076,sn_euclid_only_0554_hst.png
555,1501999304022093362,150.199930,2.209336,15.29,065,sn_euclid_only_0555_hst.png
556,1501296486023450898,150.129649,2.345090,25.31,077,sn_euclid_only_0556_hst.png
557,1500842430021361896,150.084243,2.136190,23.02,065,sn_euclid_only_0557_hst.png
558,1499728241022336006,149.972824,2.233601,17.83,066,sn_euclid_only_0558_hst.png
559,1500584663023537783,150.058466,2.353778,21.82,078,sn_euclid_only_0559_hst.png
560,1499977829024352138,149.997783,2.435214,23.86,078,sn_euclid_only_0560_hst.png
561,1501338365023433031,150.133837,2.343303,15.52,077,sn_euclid_only_0561_hst.png
562,1500042873022654412,150.004287,2.265441,23.84,066,sn_euclid_only_0562_hst.png
563,1501731301021982439,150.173130,2.198244,25.32,065,sn_euclid_only_0563_hst.png
564,1499789567022724035,149.978957,2.272404,19.31,066,sn_euclid_only_0564_hst.png
565,1500279081021398845,150.027908,2.139885,15.61,066,sn_euclid_only_0565_hst.png
566,1502099731022601656,150.209973,2.260166,24.87,065,sn_euclid_only_0566_hst.png
567,1502928347023970183,150.292835,2.397018,18.88,076,sn_euclid_only_0567_hst.png
568,1501362216023279686,150.136222,2.327969,18.97,077,sn_euclid_only_0568_hst.png
569,1499036797023027862,149.903680,2.302786,22.27,078,sn_euclid_only_0569_hst.png
570,1500894486023539529,150.089449,2.353953,18.22,077,sn_euclid_only_0570_hst.png
571,1498381988023311346,149.838199,2.331135,16.98,079,sn_euclid_only_0571_hst.png
572,1499197139023538097,149.919714,2.353810,17.94,078,sn_euclid_only_0572_hst.png
573,1498520955023150030,149.852096,2.315003,19.42,079,sn_euclid_only_0573_hst.png
574,1497801212021329480,149.780121,2.132948,19.02,067,sn_euclid_only_0574_hst.png
575,1499661572023661322,149.966157,2.366132,16.73,078,sn_euclid_only_0575_hst.png
576,1498444855022171748,149.844486,2.217175,19.25,067,sn_euclid_only_0576_hst.png
577,1499428151022594547,149.942815,2.259455,18.34,066,sn_euclid_only_0577_hst.png
578,1498619601021544199,149.861960,2.154420,18.42,067,sn_euclid_only_0578_hst.png
579,1499163810021483323,149.916381,2.148332,23.88,066,sn_euclid_only_0579_hst.png
580,1498278391023130803,149.827839,2.313080,18.60,079,sn_euclid_only_0580_hst.png
581,1498334058022586902,149.833406,2.258690,16.65,067,sn_euclid_only_0581_hst.png
582,1498167441021991998,149.816744,2.199200,19.41,067,sn_euclid_only_0582_hst.png
583,1499052577022661482,149.905258,2.266148,16.07,066,sn_euclid_only_0583_hst.png
584,1499443922023320951,149.944392,2.332095,17.99,078,sn_euclid_only_0584_hst.png
585,1499146458021285771,149.914646,2.128577,19.39,066,sn_euclid_only_0585_hst.png
