id,primary_id,telescope,hst_tile,jwst_tile,euclid_tile,host_ra,host_dec,sn_ra,sn_dec,sn_host_sep_arcsec,host_z,best_band,best_snr,n_bands_detected,combined_sigma,max_snr_detect,quality_flag,diff_mag_F115W,diff_mag_F150W,diff_mag_F277W,diff_mag_F444W,diff_mag_VIS,diff_mag_Y,diff_mag_J,diff_mag_H,diff_snr_F115W,diff_snr_F150W,diff_snr_F277W,diff_snr_F444W,diff_snr_VIS,diff_snr_Y,diff_snr_J,diff_snr_H,composite_confidence,mag_Y_tight,snr_Y_tight,mag_J_tight,snr_J_tight,mag_H_tight,snr_H_tight,hst_pm_neighbor_sep,hst_pm_neighbor_pid,hst_pm_neighbor_snr
cand_00539,551771,JWST,075,B5,101544259,150.5341835,2.3444647,150.5341835,2.3444647,0.000,-1,F277W,36.42,2,1.291,36.42,v04_diff_candidate,30.40,29.98,27.53,27.57,28.26,-1,21.91,20.61,5.80,11.41,36.42,22.13,1.64,-0.33,0.86,2.54,1.2910,-1,-2.33,-1,-0.57,22.44,1.98,,,
cand_00540,313560,JWST,041,A9,101541377,150.1585355,1.8107240,150.1585355,1.8107240,0.000,-1,F277W,36.39,2,1.291,36.39,v04_diff_candidate,29.79,28.99,27.57,27.52,-1,-1,-1,-1,13.89,14.56,36.39,23.18,0.00,0.00,0.00,0.00,1.2906,-1,0.00,-1,0.00,-1,0.00,,,
cand_00541,352471,JWST,028,A10,101541378,150.3009406,1.7651170,150.3009406,1.7651170,0.000,-1,F277W,36.36,2,1.290,36.36,v04_diff_candidate,30.92,29.13,27.53,27.77,-1,-1,-1,-1,2.29,14.57,36.36,19.44,0.00,0.00,0.00,0.00,1.2902,-1,0.00,-1,0.00,-1,0.00,,,
cand_00542,62105,JWST,066,A2,101544257,149.9863483,2.2212482,149.9863483,2.2212482,0.000,-1,F277W,36.32,2,1.290,36.32,v04_diff_candidate,28.81,29.09,27.70,27.44,31.29,21.26,21.00,21.23,29.54,17.15,36.32,25.12,0.66,1.53,1.25,1.02,1.2898,24.03,0.49,23.03,0.75,23.27,0.64,,,
cand_00543,397685,JWST+EUCLID,090,B1,101545696,149.9377534,2.5756585,149.9377534,2.5756585,0.000,-1,F277W,36.03,2,1.286,36.03,v04_diff_candidate,-1,32.01,26.76,29.20,27.40,18.56,18.08,17.81,-3.03,1.64,36.03,3.49,5.61,14.80,14.91,14.06,1.2861,-1,-0.74,-1,-0.20,24.30,0.14,,,
cand_00544,354360,JWST,028,A10,101541378,150.3168002,1.7730715,150.3168002,1.7730715,0.000,-1,F277W,35.94,2,1.285,35.94,v04_diff_candidate,28.88,28.44,27.21,27.11,-1,-1,-1,-1,13.68,12.62,35.94,24.37,0.00,0.00,0.00,0.00,1.2850,-1,0.00,-1,0.00,-1,0.00,,,
cand_00545,274776,JWST,042,A8,101541377,150.0188503,1.8701067,150.0188503,1.8701067,0.000,-1,F277W,35.88,2,1.284,35.88,v04_diff_candidate,29.47,29.19,27.69,27.83,-1,-1,-1,-1,13.88,18.63,35.88,17.99,0.00,0.00,0.00,0.00,1.2841,-1,0.00,-1,0.00,-1,0.00,,,
cand_00546,349034,JWST,029,A10,101541378,150.2214162,1.7679522,150.2214162,1.7679522,0.000,-1,F277W,35.81,2,1.283,35.81,v04_diff_candidate,29.01,28.72,27.03,26.93,-1,-1,-1,-1,17.66,18.04,35.81,27.49,0.00,0.00,0.00,0.00,1.2832,-1,0.00,-1,0.00,-1,0.00,,,
cand_00547,513863,JWST,075,B4,101545698,150.4060288,2.4021213,150.4060288,2.4021213,0.000,-1,F277W,23.23,2,1.283,23.23,v04_diff_candidate,28.66,28.82,27.56,27.74,29.63,20.26,20.15,20.05,14.28,35.80,23.23,10.74,2.04,5.70,4.96,5.53,1.2832,23.00,1.45,23.27,0.88,23.08,0.99,,,
cand_00548,349750,JWST,028,A10,101541378,150.2345169,1.7700683,150.2345169,1.7700683,0.000,-1,F277W,35.52,2,1.280,35.52,v04_diff_candidate,29.12,28.95,27.00,26.72,-1,-1,-1,-1,16.99,13.65,35.52,32.21,0.00,0.00,0.00,0.00,1.2795,-1,0.00,-1,0.00,-1,0.00,,,
cand_00549,310722,JWST,029,A9,101541377,150.1526094,1.7884736,150.1526094,1.7884736,0.000,-1,F277W,35.25,2,1.276,35.25,v04_diff_candidate,31.60,-1,27.04,27.87,-1,-1,-1,-1,1.45,-1.16,35.25,12.60,0.00,0.00,0.00,0.00,1.2760,-1,0.00,-1,0.00,-1,0.00,,,
cand_00550,311418,JWST,029,A9,101541378,150.1960727,1.7795312,150.1960727,1.7795312,0.000,-1,F277W,35.23,2,1.276,35.23,v04_diff_candidate,30.26,29.33,27.07,26.75,-1,-1,-1,-1,5.44,10.94,35.23,31.19,0.00,0.00,0.00,0.00,1.2758,-1,0.00,-1,0.00,-1,0.00,,,
cand_00551,356705,JWST,028,A10,101541378,150.3315558,1.7882790,150.3315558,1.7882790,0.000,-1,F277W,35.20,2,1.275,35.20,v04_diff_candidate,29.18,29.17,27.70,27.66,-1,-1,-1,-1,13.62,12.83,35.20,21.47,0.00,0.00,0.00,0.00,1.2754,-1,0.00,-1,0.00,-1,0.00,,,
cand_00552,362443,JWST,040,A10,101541378,150.2797860,1.8563691,150.2797860,1.8563691,0.000,-1,F444W,35.15,2,1.275,35.15,v04_diff_candidate,29.13,28.55,27.76,26.73,30.27,-1,21.54,20.44,13.72,19.92,20.86,35.15,0.76,-2.36,2.62,7.23,1.2747,-1,-3.73,23.09,2.09,22.23,4.42,,,
cand_00553,310514,JWST,029,A9,101541378,150.1976195,1.7700704,150.1976195,1.7700704,0.000,-1,F444W,35.11,2,1.274,35.11,v04_diff_candidate,29.59,29.26,27.91,26.70,-1,-1,-1,-1,8.48,10.95,18.63,35.11,0.00,0.00,0.00,0.00,1.2742,-1,0.00,-1,0.00,-1,0.00,,,
cand_00554,349181,JWST,028,A10,101541378,150.2389395,1.7630915,150.2389395,1.7630915,0.000,-1,F444W,35.05,2,1.273,35.05,v04_diff_candidate,29.92,29.53,27.65,26.72,-1,-1,-1,-1,4.47,12.01,22.56,35.05,0.00,0.00,0.00,0.00,1.2735,-1,0.00,-1,0.00,-1,0.00,,,
cand_00555,315199,JWST,041,A9,101541377,150.1106967,1.8394225,150.1106967,1.8394225,0.000,-1,F277W,35.04,2,1.273,35.04,v04_diff_candidate,-1,31.72,26.98,27.18,-1,-1,-1,-1,-5.43,2.76,35.04,23.28,0.00,0.00,0.00,0.00,1.2733,-1,0.00,-1,0.00,-1,0.00,,,
cand_00556,356923,JWST,040,A10,101541378,150.2925098,1.8043115,150.2925098,1.8043115,0.000,-1,F277W,35.03,2,1.273,35.03,v04_diff_candidate,29.73,29.73,27.75,27.89,-1,-1,-1,-1,15.17,11.79,35.03,20.53,0.00,0.00,0.00,0.00,1.2731,-1,0.00,-1,0.00,-1,0.00,,,
cand_00557,311921,JWST,041,A9,101541377,150.1658271,1.7953664,150.1658271,1.7953664,0.000,-1,F277W,34.85,2,1.271,34.85,v04_diff_candidate,28.87,28.86,27.02,26.82,-1,-1,-1,-1,10.45,11.59,34.85,30.09,0.00,0.00,0.00,0.00,1.2708,-1,0.00,-1,0.00,-1,0.00,,,
cand_00558,628060,JWST,065,B7,101544257,150.0618880,2.2850601,150.0618880,2.2850601,0.000,-1,F277W,34.83,2,1.270,34.83,v04_diff_candidate,29.66,29.65,27.20,27.50,29.78,21.28,20.81,20.41,7.29,13.36,34.83,14.39,2.46,4.67,4.63,8.07,1.2704,23.67,1.58,23.67,0.99,23.11,1.91,,,
cand_00559,351198,JWST,028,A10,101541378,150.2700819,1.7676966,150.2700819,1.7676966,0.000,-1,F277W,34.68,2,1.268,34.68,v04_diff_candidate,30.18,29.05,27.66,27.80,-1,-1,-1,-1,6.57,21.76,34.68,19.27,0.00,0.00,0.00,0.00,1.2684,-1,0.00,-1,0.00,-1,0.00,,,
cand_00560,275013,JWST,042,A8,101541377,150.0070507,1.8760725,150.0070507,1.8760725,0.000,-1,F277W,34.62,2,1.268,34.62,v04_diff_candidate,29.52,29.93,27.61,27.53,-1,-1,-1,-1,13.96,10.96,34.62,22.96,0.00,0.00,0.00,0.00,1.2677,-1,0.00,-1,0.00,-1,0.00,,,
cand_00561,271113,JWST,042,A8,101541377,150.0587112,1.8261859,150.0587112,1.8261859,0.000,-1,F277W,34.61,2,1.267,34.61,v04_diff_candidate,29.19,29.20,27.16,27.07,-1,-1,-1,-1,11.97,15.01,34.61,28.87,0.00,0.00,0.00,0.00,1.2675,-1,0.00,-1,0.00,-1,0.00,,,
cand_00562,348503,JWST,029,A9,101541378,150.2018517,1.7700943,150.2018517,1.7700943,0.000,-1,F277W,34.55,2,1.267,34.55,v04_diff_candidate,29.04,29.05,27.26,27.73,-1,-1,-1,-1,23.70,17.71,34.55,13.26,0.00,0.00,0.00,0.00,1.2667,-1,0.00,-1,0.00,-1,0.00,,,
cand_00563,271095,JWST,042,A8,101541377,149.9538212,1.8642191,149.9538212,1.8642191,0.000,-1,F277W,34.29,2,1.263,34.29,v04_diff_candidate,28.57,28.79,27.06,27.46,-1,-1,-1,-1,23.17,22.31,34.29,14.99,0.00,0.00,0.00,0.00,1.2633,-1,0.00,-1,0.00,-1,0.00,,,
cand_00564,355271,JWST,040,A10,101541378,150.2533551,1.8040697,150.2533551,1.8040697,0.000,-1,F277W,34.17,2,1.262,34.17,v04_diff_candidate,30.17,29.60,27.06,27.03,-1,-1,-1,-1,4.83,8.32,34.17,23.83,0.00,0.00,0.00,0.00,1.2616,-1,0.00,-1,0.00,-1,0.00,,,
cand_00565,369511,JWST+EUCLID,040,A9,101542818,150.2617572,1.9200559,150.2617572,1.9200559,0.000,-1,F277W,33.89,2,1.258,33.89,v04_diff_candidate,29.55,29.59,27.79,28.94,27.18,22.03,20.95,20.76,10.75,14.27,33.89,6.26,5.84,2.86,4.82,3.89,1.2578,25.37,0.43,24.37,0.86,22.91,3.28,,,
cand_00566,348594,JWST,028,A10,101541378,150.2492826,1.7537260,150.2492826,1.7537260,0.000,-1,F277W,33.79,2,1.256,33.79,v04_diff_candidate,29.90,29.66,27.22,27.03,-1,-1,-1,-1,4.71,12.59,33.79,25.51,0.00,0.00,0.00,0.00,1.2563,-1,0.00,-1,0.00,-1,0.00,,,
cand_00567,481582,JWST,089,B3,101545697,150.1952967,2.5299486,150.1952967,2.5299486,0.000,-1,F444W,33.71,2,1.255,33.71,v04_diff_candidate,29.38,29.74,27.85,26.91,-1,21.19,21.28,21.30,8.04,7.27,21.44,33.71,-0.01,2.12,1.48,1.45,1.2553,23.58,0.71,23.70,0.47,23.77,0.42,,,
cand_00568,348648,JWST,028,A10,101541378,150.3065462,1.7332887,150.3065462,1.7332887,0.000,-1,F277W,33.45,2,1.252,33.45,v04_diff_candidate,30.31,29.92,27.25,27.59,-1,-1,-1,-1,6.95,10.37,33.45,15.82,0.00,0.00,0.00,0.00,1.2516,-1,0.00,-1,0.00,-1,0.00,,,
cand_00569,465257,JWST,077,B3,101545697,150.1649343,2.4240574,150.1649343,2.4240574,0.000,-1,F444W,33.40,2,1.251,33.40,v04_diff_candidate,30.83,29.83,27.56,27.22,31.26,22.50,22.53,21.88,4.85,16.00,20.61,33.40,0.62,2.80,2.24,4.49,1.2509,23.06,6.46,-1,-0.49,26.38,0.33,,,
cand_00570,358449,JWST,040,A10,101541378,150.2984158,1.8139375,150.2984158,1.8139375,0.000,-1,F277W,33.21,2,1.248,33.21,v04_diff_candidate,28.82,29.00,27.46,27.39,-1,-1,-1,-1,17.92,16.03,33.21,25.78,-0.02,0.00,0.00,0.00,1.2483,-1,0.00,-1,0.00,-1,0.00,,,
cand_00571,231484,JWST,043,A7,101542816,149.8840097,1.9021650,149.8840097,1.9021650,0.000,-1,F277W,33.12,2,1.247,33.12,v04_diff_candidate,29.51,29.41,27.69,27.37,-1,-1,-1,-1,8.40,10.51,33.12,26.65,0.00,0.00,0.00,0.00,1.2470,-1,0.00,-1,0.00,-1,0.00,,,
cand_00572,314996,JWST,041,A9,101541377,150.0873671,1.8465425,150.0873671,1.8465425,0.000,-1,F277W,33.12,2,1.247,33.12,v04_diff_candidate,29.28,28.77,27.46,27.33,-1,-1,-1,-1,15.14,18.08,33.12,21.07,0.00,0.00,0.00,0.00,1.2469,-1,0.00,-1,0.00,-1,0.00,,,
cand_00573,317200,JWST,041,A9,101541377,150.1226992,1.8512088,150.1226992,1.8512088,0.000,-1,F277W,33.11,2,1.247,33.11,v04_diff_candidate,29.25,29.00,27.36,27.31,28.50,-1,-1,-1,15.17,15.53,33.11,21.56,1.38,0.00,0.00,0.00,1.2468,-1,0.00,-1,0.00,-1,0.00,,,
cand_00574,270555,JWST,042,A7,101541377,149.9311293,1.8673055,149.9311293,1.8673055,0.000,-1,F277W,32.56,2,1.239,32.56,v04_diff_candidate,29.43,29.31,27.32,27.47,-1,-1,-1,-1,11.22,9.14,32.56,17.40,0.00,0.00,0.00,0.00,1.2390,-1,0.00,-1,0.00,-1,0.00,,,
cand_00575,353753,JWST,028,A10,101541378,150.2927967,1.7767315,150.2927967,1.7767315,0.000,-1,F277W,32.53,2,1.238,32.53,v04_diff_candidate,30.81,28.77,27.42,27.53,-1,-1,-1,-1,3.61,18.78,32.53,15.77,0.00,0.00,0.00,0.00,1.2385,-1,0.00,-1,0.00,-1,0.00,,,
cand_00576,277898,JWST,042,A8,101542817,150.0496738,1.8830025,150.0496738,1.8830025,0.000,-1,F277W,32.46,2,1.237,32.46,v04_diff_candidate,29.23,29.18,27.43,27.68,29.44,-1,-1,-1,10.83,12.01,32.46,16.15,0.90,-0.09,0.00,0.00,1.2374,-1,0.00,-1,0.00,-1,0.00,,,
cand_00577,348811,JWST,028,A10,101541378,150.2306257,1.7624726,150.2306257,1.7624726,0.000,-1,F277W,32.43,2,1.237,32.43,v04_diff_candidate,29.24,28.59,27.12,27.27,-1,-1,-1,-1,7.62,16.98,32.43,21.72,0.00,0.00,0.00,0.00,1.2371,-1,0.00,-1,0.00,-1,0.00,,,
cand_00578,135450,JWST,052,A4,101542818,150.2386382,2.0865915,150.2386382,2.0865915,0.000,-1,F277W,32.40,2,1.237,32.40,v04_diff_candidate,29.71,29.46,27.67,27.58,29.89,20.99,20.99,20.36,9.23,16.47,32.40,22.11,1.62,4.89,3.37,8.85,1.2367,23.45,1.41,24.50,0.39,22.82,2.09,,,
cand_00579,351946,JWST,028,A10,101541378,150.2995795,1.7622172,150.2995795,1.7622172,0.000,-1,F277W,32.39,2,1.236,32.39,v04_diff_candidate,29.88,29.52,27.65,27.91,-1,-1,-1,-1,10.41,23.11,32.39,16.99,0.00,0.00,0.00,0.00,1.2365,-1,0.00,-1,0.00,-1,0.00,,,
cand_00580,229382,JWST,043,A7,101542816,149.8116079,1.9110128,149.8116079,1.9110128,0.000,-1,F444W,32.33,2,1.236,32.33,v04_diff_candidate,32.00,30.15,27.46,26.81,-1,-1,-1,-1,1.76,9.15,27.98,32.33,0.00,0.00,0.00,0.00,1.2356,-1,0.00,-1,0.00,-1,0.00,,,
cand_00581,229871,JWST,043,A7,101542816,149.8722729,1.8927400,149.8722729,1.8927400,0.000,-1,F277W,32.29,2,1.235,32.29,v04_diff_candidate,29.30,28.91,26.91,26.83,-1,-1,-1,-1,14.79,13.67,32.29,31.18,0.00,0.00,0.00,0.00,1.2351,-1,0.00,-1,0.00,-1,0.00,,,
cand_00582,474088,JWST,088,B3,101545697,150.2330264,2.4632580,150.2330264,2.4632580,0.000,-1,F277W,32.19,2,1.234,32.19,v04_diff_candidate,30.41,31.13,27.71,27.93,29.67,22.12,21.14,20.98,7.42,5.02,32.19,15.20,3.08,0.82,1.29,0.96,1.2336,23.96,1.48,23.18,1.81,23.97,0.69,,,
cand_00583,530705,JWST,088,B4,101545698,150.3732426,2.5270119,150.3732426,2.5270119,0.000,-1,F277W,32.18,2,1.233,32.18,v04_diff_candidate,30.94,30.26,26.90,26.98,-1,22.48,-1,-1,2.50,4.46,32.18,19.36,-0.42,3.00,-0.82,-0.68,1.2334,-1,-0.82,24.89,0.99,24.81,1.15,,,
cand_00584,271284,JWST,042,A8,101541377,149.9624239,1.8630650,149.9624239,1.8630650,0.000,-1,F277W,32.14,2,1.233,32.14,v04_diff_candidate,29.71,29.48,27.15,26.99,-1,-1,-1,-1,11.33,11.36,32.14,24.71,0.00,0.00,0.00,0.00,1.2329,-1,0.00,-1,0.00,-1,0.00,,,
cand_00585,282688,JWST,042,A8,101542817,150.0389359,1.9226886,150.0389359,1.9226886,0.000,-1,F277W,32.10,2,1.232,32.10,v04_diff_candidate,29.50,29.45,27.55,27.03,29.43,-1,20.27,-1,10.50,10.80,32.10,29.20,1.95,-3.16,7.24,-2.19,1.2323,-1,-0.70,21.69,6.74,-1,-1.46,,,
cand_00586,232987,JWST,043,A7,101542816,149.8122404,1.9380138,149.8122404,1.9380138,0.000,-1,F277W,31.82,2,1.228,31.82,v04_diff_candidate,29.88,28.99,26.69,27.07,27.99,-1,-1,-1,6.39,9.83,31.82,15.65,2.24,0.00,0.00,0.00,1.2282,-1,0.00,-1,0.00,-1,0.00,,,
cand_00587,398255,JWST,090,B1,101545696,149.9298169,2.5837834,149.9298169,2.5837834,0.000,-1,F277W,31.77,2,1.227,31.77,v04_diff_candidate,-1,31.23,26.91,26.95,30.03,-1,-1,22.18,-7.60,1.83,31.77,20.12,2.20,-2.10,-1.10,4.14,1.2274,-1,-1.42,-1,-3.59,23.84,3.38,,,
cand_00588,252188,JWST,054,A7,101542817,149.9797404,2.0119466,149.9797404,2.0119466,0.000,-1,F277W,31.76,2,1.227,31.76,v04_diff_candidate,28.90,28.87,27.21,27.19,30.48,20.53,19.56,19.41,7.12,22.41,31.76,21.38,1.31,1.59,1.85,1.58,1.2272,22.96,0.55,22.37,0.44,22.32,0.32,,,
cand_00589,275413,JWST,042,A8,101541377,150.0399047,1.8668875,150.0399047,1.8668875,0.000,-1,F277W,31.63,2,1.225,31.63,v04_diff_candidate,30.46,29.52,27.16,27.12,-1,-1,-1,-1,3.95,14.28,31.63,23.77,0.00,0.00,0.00,0.00,1.2253,-1,0.00,-1,0.00,-1,0.00,,,
cand_00590,230200,JWST,042,A7,101542816,149.9212363,1.8781324,149.9212363,1.8781324,0.000,-1,F444W,31.62,2,1.225,31.62,v04_diff_candidate,28.90,28.40,27.08,26.72,-1,-1,-1,-1,12.28,18.04,22.57,31.62,0.00,0.00,0.00,0.00,1.2251,-1,0.00,-1,0.00,-1,0.00,,,
cand_00591,271266,JWST,042,A8,101541377,149.9553825,1.8655136,149.9553825,1.8655136,0.000,-1,F277W,31.29,2,1.220,31.29,v04_diff_candidate,29.02,29.20,27.18,27.06,-1,-1,-1,-1,13.96,14.84,31.29,19.10,0.00,0.00,0.00,0.00,1.2201,-1,0.00,-1,0.00,-1,0.00,,,
cand_00592,773382,JWST,063,B10,101544258,150.4602267,2.2774112,150.4602267,2.2774112,0.000,-1,F277W,31.20,2,1.219,31.20,v04_diff_candidate,29.81,30.54,27.48,27.07,29.77,21.47,22.52,21.28,7.76,5.15,31.20,24.92,1.61,1.67,0.50,1.40,1.2187,23.30,1.58,-1,-0.50,23.30,1.10,,,
cand_00593,354902,JWST,028,A10,101541378,150.3094853,1.7803073,150.3094853,1.7803073,0.000,-1,F277W,30.95,2,1.215,30.95,v04_diff_candidate,29.76,28.99,27.74,27.74,-1,-1,-1,-1,9.09,23.24,30.95,18.83,0.00,0.00,0.00,0.00,1.2149,-1,0.00,-1,0.00,-1,0.00,,,
cand_00594,316126,JWST,041,A9,101541377,150.1593692,1.8292739,150.1593692,1.8292739,0.000,-1,F277W,30.84,2,1.213,30.84,v04_diff_candidate,29.91,29.09,27.43,27.42,-1,-1,-1,-1,5.68,22.75,30.84,19.62,0.00,0.00,0.00,0.00,1.2132,-1,0.00,-1,0.00,-1,0.00,,,
cand_00595,774188,JWST,075,B10,101544258,150.4366715,2.2941283,150.4366715,2.2941283,0.000,-1,F444W,30.79,2,1.213,30.79,v04_diff_candidate,35.33,29.76,26.84,26.32,-1,16.83,16.84,16.51,0.05,10.41,18.80,30.79,-0.37,2.45,8.07,6.06,1.2125,22.11,0.07,23.17,0.08,-1,-0.11,,,
cand_00596,317897,JWST,041,A9,101541378,150.1932165,1.8317847,150.1932165,1.8317847,0.000,-1,F277W,30.70,2,1.211,30.70,v04_diff_candidate,29.98,29.44,27.43,27.64,-1,-1,-1,-1,7.59,9.26,30.70,16.11,0.00,0.00,0.00,0.00,1.2111,-1,0.00,-1,0.00,-1,0.00,,,
cand_00597,356069,JWST,028,A10,101541378,150.3187317,1.7875022,150.3187317,1.7875022,0.000,-1,F277W,30.64,2,1.210,30.64,v04_diff_candidate,29.57,29.61,26.88,26.70,-1,-1,-1,-1,8.21,14.39,30.64,30.16,0.00,0.00,0.00,0.00,1.2101,-1,0.00,-1,0.00,-1,0.00,,,
cand_00598,351415,JWST,028,A10,101541378,150.2981707,1.7588767,150.2981707,1.7588767,0.000,-1,F277W,30.51,2,1.208,30.51,v04_diff_candidate,29.02,29.56,27.76,27.73,-1,-1,-1,-1,23.03,16.38,30.51,20.09,0.00,0.00,0.00,0.00,1.2081,-1,0.00,-1,0.00,-1,0.00,,,
cand_00599,271504,JWST,042,A8,101541377,150.0001299,1.8514016,150.0001299,1.8514016,0.000,-1,F277W,30.39,2,1.206,30.39,v04_diff_candidate,29.85,28.82,27.26,26.96,-1,-1,-1,-1,4.50,16.52,30.39,26.06,0.00,0.00,0.00,0.00,1.2062,-1,0.00,-1,0.00,-1,0.00,,,
cand_00600,374155,JWST,028,A10,101541378,150.2304485,1.7648748,150.2304485,1.7648748,0.000,-1,F277W,30.27,2,1.204,30.27,v04_diff_candidate,30.95,30.38,27.17,27.68,-1,-1,-1,-1,2.38,7.72,30.27,14.01,0.00,0.00,0.00,0.00,1.2042,-1,0.00,-1,0.00,-1,0.00,,,
cand_00601,351896,JWST,028,A10,101541378,150.2846276,1.7672713,150.2846276,1.7672713,0.000,-1,F277W,30.13,2,1.202,30.13,v04_diff_candidate,29.65,29.72,27.03,27.82,-1,-1,-1,-1,13.11,20.34,30.13,9.46,0.00,0.00,0.00,0.00,1.2021,-1,0.00,-1,0.00,-1,0.00,,,
cand_00602,355479,JWST,040,A10,101541378,150.2538680,1.8056647,150.2538680,1.8056647,0.000,-1,F277W,30.04,2,1.201,30.04,v04_diff_candidate,30.26,30.05,27.28,27.29,-1,-1,-1,-1,3.78,5.71,30.04,20.43,0.00,0.00,0.00,0.00,1.2006,-1,0.00,-1,0.00,-1,0.00,,,
cand_00603,348781,JWST,028,A10,101541378,150.2939744,1.7391695,150.2939744,1.7391695,0.000,-1,F277W,29.91,2,1.199,29.91,v04_diff_candidate,29.14,28.82,27.47,27.62,-1,-1,-1,-1,14.96,19.90,29.91,15.45,0.00,0.00,0.00,0.00,1.1986,-1,0.00,-1,0.00,-1,0.00,,,
cand_00604,312460,JWST,041,A9,101541377,150.1004695,1.8235237,150.1004695,1.8235237,0.000,-1,F277W,29.36,2,1.190,29.36,v04_diff_candidate,31.19,29.74,27.75,27.63,-1,-1,-1,-1,2.19,9.93,29.36,21.93,0.00,0.00,0.00,0.00,1.1896,-1,0.00,-1,0.00,-1,0.00,,,
cand_00605,601431,JWST,078,B6,101545696,149.9181737,2.4484179,149.9181737,2.4484179,0.000,-1,F277W,28.93,2,1.182,28.93,v04_diff_candidate,-1,30.83,27.10,27.08,-1,22.03,-1,-1,-0.80,4.43,28.93,17.93,-3.37,4.61,-4.32,-2.16,1.1824,26.14,0.33,-1,-3.52,-1,-1.39,,,
cand_00606,275816,JWST,042,A8,101542817,149.9781926,1.8923668,149.9781926,1.8923668,0.000,-1,F444W,19.65,2,1.181,19.65,v04_diff_candidate,29.62,29.20,27.87,27.10,-1,-1,-1,-1,11.54,28.86,18.30,19.65,-1.74,0.00,0.00,0.00,1.1814,-1,0.00,-1,0.00,-1,0.00,,,
cand_00607,360499,JWST,040,A10,101541378,150.2895861,1.8347076,150.2895861,1.8347076,0.000,-1,F277W,28.79,2,1.180,28.79,v04_diff_candidate,29.30,29.24,27.62,27.55,-1,21.23,21.28,20.15,9.81,14.74,28.79,17.94,-0.14,2.45,1.83,6.00,1.1801,-1,-1.64,-1,-2.20,-1,-0.17,,,
cand_00608,270560,JWST,042,A8,101541377,149.9852552,1.8476482,149.9852552,1.8476482,0.000,-1,F277W,28.56,2,1.176,28.56,v04_diff_candidate,28.79,29.10,27.50,27.47,-1,-1,-1,-1,13.18,11.29,28.56,16.54,0.00,0.00,0.00,0.00,1.1763,-1,0.00,-1,0.00,-1,0.00,,,
cand_00609,361861,JWST,040,A10,101541378,150.2621617,1.8576260,150.2621617,1.8576260,0.000,-1,F277W,28.43,2,1.174,28.43,v04_diff_candidate,28.92,29.02,27.52,27.90,30.13,20.92,20.88,-1,15.93,16.01,28.43,10.40,0.93,3.15,3.45,-1.19,1.1741,23.05,1.63,21.97,4.19,22.20,3.00,,,
cand_00610,361721,JWST,040,A10,101541378,150.2976767,1.8432462,150.2976767,1.8432462,0.000,-1,F444W,28.43,2,1.174,28.43,v04_diff_candidate,29.23,29.26,27.39,26.90,29.69,22.19,21.86,21.51,9.44,18.60,25.54,28.43,1.09,1.29,1.57,2.30,1.1740,-1,-1.56,22.87,2.03,22.58,3.15,,,
cand_00611,189816,JWST,044,A6,101542816,149.7265380,1.9533628,149.7265380,1.9533628,0.000,-1,F277W,28.07,2,1.168,28.07,v04_diff_candidate,30.12,29.54,27.29,27.50,-1,-1,-1,-1,6.47,16.45,28.07,16.10,0.00,0.00,0.00,0.00,1.1679,-1,0.00,-1,0.00,-1,0.00,,,
cand_00612,482421,JWST,088,B3,101545697,150.2360900,2.5222142,150.2360900,2.5222142,0.000,-1,F277W,27.96,2,1.166,27.96,v04_diff_candidate,29.45,29.05,27.70,27.26,29.98,21.31,21.02,20.75,10.05,19.09,27.96,21.36,2.92,1.95,1.66,1.96,1.1659,23.85,1.17,23.29,1.45,22.78,2.10,,,
cand_00613,274959,JWST,042,A8,101542817,149.9650448,1.8909843,149.9650448,1.8909843,0.000,-1,F277W,27.80,2,1.163,27.80,v04_diff_candidate,29.97,29.39,27.80,27.80,-1,-1,-1,-1,8.68,16.41,27.80,19.44,0.00,0.00,0.00,0.00,1.1631,-1,0.00,-1,0.00,-1,0.00,,,
cand_00614,275810,JWST,042,A8,101542817,150.0041412,1.8828511,150.0041412,1.8828511,0.000,-1,F277W,27.76,2,1.162,27.76,v04_diff_candidate,30.55,29.18,27.52,27.16,27.93,-1,-1,-1,5.51,12.49,27.76,21.88,2.19,0.00,0.00,0.00,1.1625,-1,0.00,-1,0.00,-1,0.00,,,
cand_00615,311849,JWST,041,A9,101541377,150.1396295,1.8042976,150.1396295,1.8042976,0.000,-1,F277W,27.73,2,1.162,27.73,v04_diff_candidate,29.64,29.50,27.32,27.18,-1,-1,-1,-1,4.71,7.20,27.73,20.74,0.00,0.00,0.00,0.00,1.1619,-1,0.00,-1,0.00,-1,0.00,,,
cand_00616,190602,JWST,043,A6,101542816,149.7671752,1.9449314,149.7671752,1.9449314,0.000,-1,F277W,27.52,2,1.158,27.52,v04_diff_candidate,30.00,29.53,27.67,27.49,28.51,-1,-1,-1,4.96,19.68,27.52,22.34,1.03,0.00,0.00,0.00,1.1583,-1,0.00,-1,0.00,-1,0.00,,,
cand_00617,276629,JWST,042,A8,101542817,150.0359152,1.8781872,150.0359152,1.8781872,0.000,-1,F150W,27.35,2,1.155,27.35,v04_diff_candidate,29.10,27.96,27.91,28.03,27.70,-1,-1,-1,9.45,27.35,15.54,11.61,3.16,0.00,0.00,0.00,1.1552,-1,0.00,-1,0.00,-1,0.00,,,
