id,primary_id,telescope,hst_tile,jwst_tile,euclid_tile,host_ra,host_dec,sn_ra,sn_dec,sn_host_sep_arcsec,host_z,best_band,best_snr,combined_sigma,max_snr_detect,n_3sig_detect,quality_flag,mag_F814W,mag_VIS,mag_Y,mag_J,mag_H,mag_F115W,mag_F150W,mag_F277W,mag_F444W,snr_F814W,snr_VIS,snr_Y,snr_J,snr_H,snr_F115W,snr_F150W,snr_F277W,snr_F444W,cnn_conf_hst,cnn_conf_jwst,cnn_conf_vis,cnn_conf_nisp,composite_confidence
cand_02155,EuclidID_1505167185028980224,EUCLID-VIS,111,,101548576,150.5167186,2.8980289,150.5167186,2.8980289,0.000,-1,VIS,949.84,0.896,949.84,1,cnn_candidate,-1,20.80,14.89,14.53,14.70,-1,-1,-1,-1,0.00,949.84,2246.36,2018.69,1895.01,0.00,0.00,0.00,0.00,0.0000,nan,0.8963,0.0002,0.8962
cand_02156,EuclidID_1499220327017647616,EUCLID-NISP,030,,101541376,149.9220328,1.7647494,149.9220328,1.7647494,0.000,-1,Y,50.81,0.896,50.81,1,cnn_candidate,25.80,24.84,16.13,15.60,15.37,-1,-1,-1,-1,16.46,10.38,50.81,32.58,26.37,0.00,0.00,0.00,0.00,0.0068,nan,0.0644,0.9578,0.8961
cand_02157,462268,JWST,077,B8,101545697,150.1960069,2.3819046,150.1960069,2.3819046,0.000,-1,F277W,13.40,0.896,13.40,1,cnn_candidate,26.91,26.10,18.35,18.12,17.92,28.68,28.37,27.30,27.51,25.61,6.69,6.03,5.64,6.85,3.95,6.37,13.40,10.78,0.0548,0.9480,0.0041,0.0108,0.8961
cand_02158,429010,HST,090,B2,101545697,150.0441085,2.4917953,150.0441085,2.4917953,0.000,-1,F814W,1.38,0.896,1.38,1,cnn_candidate,28.72,27.44,18.57,18.36,18.28,28.39,28.49,26.28,26.16,1.38,0.92,93.80,91.75,112.14,9.65,8.71,14.66,8.40,0.8972,0.0013,0.0000,0.0000,0.8960
cand_02159,EuclidID_1500487261027613952,HST,102,,101547136,150.0487350,2.7614190,150.0487350,2.7614190,0.000,-1,F814W,89.16,0.896,89.16,1,cnn_candidate,25.28,25.25,18.47,18.10,18.30,-1,-1,-1,-1,89.16,61.53,6.56,6.20,5.25,0.00,0.00,0.00,0.00,0.8978,nan,0.0000,0.0020,0.8960
cand_02160,354666,JWST,028,A10,101541378,150.2844346,1.7870210,150.2844346,1.7870210,0.000,-1,F444W,103.31,0.896,103.31,1,cnn_candidate,25.98,-1,-1,-1,-1,25.96,25.75,23.88,23.51,20.40,0.00,0.00,0.00,0.00,13.77,13.50,65.10,103.31,0.0976,0.9927,0.0000,0.0001,0.8958
cand_02161,600676,EUCLID-VIS,091,B6,101545696,149.8715630,2.4599080,149.8715630,2.4599080,0.000,-1,VIS,3.99,0.896,3.99,1,cnn_candidate,20.92,22.72,14.85,14.60,14.83,27.58,-1,26.00,25.90,1394.02,3.99,1483.69,1645.38,1633.10,1.06,-0.63,0.52,1.70,0.0000,0.0000,0.9978,0.1021,0.8958
cand_02162,HSTID_219,HST,105,,101547134,149.5307900,2.7301170,149.5307900,2.7301170,0.000,-1,F814W,100.19,0.896,100.19,1,cnn_candidate,25.01,-1,-1,-1,-1,-1,-1,-1,-1,100.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.8959,nan,0.0000,0.0001,0.8958
cand_02163,HSTID_89,EUCLID-VIS,087,,101547137,150.4247150,2.6242410,150.4247150,2.6242410,0.000,-1,VIS,88.32,0.896,88.32,1,cnn_candidate,22.33,22.39,15.95,15.90,16.19,-1,-1,-1,-1,972.28,88.32,142.01,302.38,224.32,0.00,0.00,0.00,0.00,0.0000,nan,0.8963,0.0005,0.8958
cand_02164,EuclidID_1507623528017887232,HST,025,,101541380,150.7623529,1.7887245,150.7623529,1.7887245,0.000,-1,F814W,3.29,0.896,3.29,1,cnn_candidate,26.45,23.88,17.09,16.70,16.76,-1,-1,-1,-1,3.29,29.34,235.60,247.29,237.64,0.00,0.00,0.00,0.00,0.8985,nan,0.0003,0.0032,0.8956
cand_02165,679083,EUCLID-NISP,077,B8,101544257,150.1663480,2.3015198,150.1663480,2.3015198,0.000,-1,Y,1.17,0.896,1.17,1,cnn_candidate,26.78,26.03,18.98,18.56,18.44,28.34,27.97,26.05,26.40,20.39,27.30,1.17,0.80,0.55,5.64,7.47,58.10,34.85,0.0002,0.0000,0.1044,1.0000,0.8956
cand_02166,178491,EUCLID-VIS,052,A4,101542818,150.3299990,2.1115770,150.3299990,2.1115770,0.000,-1,VIS,9.36,0.896,9.36,1,cnn_candidate,26.42,26.30,17.31,16.42,16.09,27.05,26.08,23.11,22.53,31.66,9.36,1.18,2.17,3.91,1.97,3.06,107.76,191.19,0.0000,0.0000,0.8956,0.0000,0.8956
cand_02167,EuclidID_1499773026023168000,JWST,078,B7,101544257,149.9773026,2.3167930,149.9773026,2.3167930,0.000,-1,F444W,13.15,0.896,13.15,1,cnn_candidate,27.77,26.67,19.36,18.64,18.11,28.57,28.31,26.13,25.30,6.60,4.61,13.43,18.99,35.51,5.57,9.28,9.54,13.15,0.0010,0.8964,0.0000,0.0000,0.8955
cand_02168,EuclidID_1497742491014602496,EUCLID-VIS,019,,101539936,149.7742491,1.4602410,149.7742491,1.4602410,0.000,-1,VIS,18.04,0.896,18.04,1,cnn_candidate,-1,22.74,-1,13.84,13.22,-1,-1,-1,-1,0.00,18.04,-0.40,202.26,95.81,0.00,0.00,0.00,0.00,0.0000,nan,0.8972,0.0019,0.8955
cand_02169,72009,HST,066,A2,101544257,149.9917398,2.1489571,149.9917398,2.1489571,0.000,-1,,0.00,0.896,0.00,1,cnn_candidate,-1,-1,17.51,17.81,18.09,27.98,27.91,28.83,29.05,-2.81,-0.23,8.56,6.25,7.17,9.37,12.87,6.76,4.46,0.9727,0.0000,0.0793,0.0015,0.8955
cand_02170,HSTID_1742,HST,101,,101547136,150.1272650,2.7649740,150.1272650,2.7649740,0.000,-1,F814W,13.97,0.895,13.97,1,cnn_candidate,26.86,26.47,18.68,18.21,18.00,-1,-1,-1,-1,13.97,15.40,3.58,3.50,2.69,0.00,0.00,0.00,0.00,0.8956,nan,0.0000,0.0001,0.8955
cand_02171,EuclidID_1501349878014675712,EUCLID-VIS,017,,101539937,150.1349878,1.4675813,150.1349878,1.4675813,0.000,-1,VIS,12.37,0.895,12.37,1,cnn_candidate,-1,22.70,16.85,16.48,16.76,-1,-1,-1,-1,0.00,12.37,365.76,441.99,399.20,0.00,0.00,0.00,0.00,0.0000,nan,0.8956,0.0001,0.8954
cand_02172,136917,EUCLID-NISP,052,A4,101542818,150.2756768,2.0815866,150.2756768,2.0815866,0.000,-1,H,23.58,0.895,23.58,1,cnn_candidate,25.67,24.82,17.36,16.73,16.31,26.90,26.41,25.26,24.93,43.53,9.41,13.15,15.95,23.58,18.14,18.37,20.44,25.59,0.1046,0.0002,0.0059,1.0000,0.8954
cand_02173,EuclidID_1505466140012407040,EUCLID-VIS,,,101538499,150.5466140,1.2407040,150.5466140,1.2407040,0.000,-1,VIS,27.10,0.895,27.10,1,cnn_candidate,-1,21.65,14.87,-1,-1,-1,-1,-1,-1,0.00,27.10,29.13,0.00,0.00,0.00,0.00,0.00,0.00,nan,nan,0.9192,0.0260,0.8953
cand_02174,EuclidID_1500180642025989376,HST,090,B1,101545697,150.0180643,2.5989387,150.0180643,2.5989387,0.000,-1,F814W,27.66,0.895,27.66,1,cnn_candidate,25.88,25.15,17.68,17.15,16.91,27.32,27.17,25.15,24.90,27.66,11.12,21.79,24.56,32.09,6.81,6.77,13.77,13.06,0.9491,0.0568,0.0000,0.0019,0.8952
cand_02175,432977,EUCLID-NISP,089,B2,101545697,150.1044356,2.4979504,150.1044356,2.4979504,0.000,-1,Y,29.45,0.895,29.45,1,cnn_candidate,24.93,24.21,16.43,16.01,15.79,25.76,25.48,23.30,23.50,35.79,21.68,29.45,21.19,14.87,29.25,30.27,62.78,75.96,0.0000,0.0000,0.0999,0.9946,0.8952
cand_02176,319383,HST,041,A9,101541378,150.2004688,1.8409404,150.2004688,1.8409404,0.000,-1,F814W,27.70,0.895,27.70,1,cnn_candidate,26.27,25.61,-1,-1,-1,27.55,27.12,25.22,25.47,27.70,5.06,0.00,0.00,0.00,6.62,8.47,43.78,26.38,0.9181,0.0249,0.0032,0.0001,0.8952
cand_02177,HSTID_111,HST,092,,101545695,149.7048050,2.6118520,149.7048050,2.6118520,0.000,-1,F814W,275.40,0.895,275.40,1,cnn_candidate,23.37,-1,-1,-1,-1,-1,-1,-1,-1,275.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.8953,nan,0.0000,0.0001,0.8952
cand_02178,EuclidID_1503182572020459776,EUCLID-NISP,052,A5,101542818,150.3182572,2.0459871,150.3182572,2.0459871,0.000,-1,Y,21.70,0.895,21.70,1,cnn_candidate,26.73,25.53,17.72,17.17,16.82,28.39,27.72,24.06,23.87,13.21,10.47,21.70,17.34,12.12,3.83,4.71,20.59,30.94,0.0030,0.1019,0.0020,0.9967,0.8951
cand_02179,EuclidID_1497840624015232256,EUCLID-VIS,019,,101539936,149.7840624,1.5232221,149.7840624,1.5232221,0.000,-1,VIS,5.84,0.895,5.84,1,cnn_candidate,-1,23.70,14.80,14.12,13.88,-1,-1,-1,-1,0.00,5.84,202.95,239.67,301.92,0.00,0.00,0.00,0.00,0.0000,nan,0.9112,0.0177,0.8951
cand_02180,EuclidID_1502655933024093952,HST,076,B3,101545698,150.2655933,2.4093869,150.2655933,2.4093869,0.000,-1,F814W,4.14,0.895,4.14,1,cnn_candidate,27.98,26.64,20.38,19.71,20.20,27.79,26.80,27.54,27.53,4.14,41.40,25.75,41.16,26.88,10.60,37.78,19.19,16.51,0.8947,0.0000,0.0000,0.0000,0.8947
cand_02181,EuclidID_1502655793024093952,HST,076,B3,101545698,150.2655793,2.4094049,150.2655793,2.4094049,0.000,-1,,0.00,0.895,0.00,1,cnn_candidate,-1,26.61,20.42,19.75,20.25,28.62,27.88,27.89,27.80,-1.11,35.26,25.12,40.49,25.77,5.47,8.46,12.46,12.22,0.8947,0.0000,0.0000,0.0000,0.8947
cand_02182,EuclidID_1503710400027079936,EUCLID-VIS,100,,101547137,150.3710710,2.7080740,150.3710710,2.7080740,0.000,-1,VIS,3.30,0.895,3.30,1,cnn_candidate,20.66,22.79,13.78,13.45,13.62,-1,-1,-1,-1,1287.87,3.30,1240.40,1413.24,1328.13,0.00,0.00,0.00,0.00,0.0000,nan,0.9452,0.0535,0.8947
cand_02183,EuclidID_1505146482013674752,EUCLID-VIS,,,101538499,150.5146482,1.3674863,150.5146482,1.3674863,0.000,-1,VIS,218.81,0.895,218.81,1,cnn_candidate,-1,22.02,15.05,14.63,14.76,-1,-1,-1,-1,0.00,218.81,580.27,662.77,632.60,0.00,0.00,0.00,0.00,nan,nan,0.9317,0.0399,0.8945
cand_02184,EuclidID_1504411199025697536,EUCLID-NISP,087,,101545698,150.4411790,2.5698180,150.4411790,2.5698180,0.000,-1,Y,834.44,0.894,834.44,1,cnn_candidate,20.36,23.28,14.01,13.70,13.73,-1,-1,-1,-1,1340.58,0.74,834.44,825.42,677.27,0.00,0.00,0.00,0.00,0.0000,nan,0.0934,0.9866,0.8944
cand_02185,HSTID_1399,EUCLID-NISP,063,B10,101544258,150.4049970,2.2777620,150.4049970,2.2777620,0.000,-1,H,8.86,0.894,8.86,1,cnn_candidate,27.06,26.62,18.20,17.53,17.08,30.65,29.39,26.19,25.52,15.41,9.37,5.29,6.66,8.86,0.80,2.90,11.59,7.32,0.0753,0.0000,0.0101,0.9671,0.8943
cand_02186,EuclidID_1497814868017667328,HST,031,,101541376,149.7814868,1.7667225,149.7814868,1.7667225,0.000,-1,F814W,7.45,0.894,7.45,1,cnn_candidate,26.73,24.91,18.21,17.76,17.29,-1,-1,-1,-1,7.45,21.83,8.69,9.18,13.65,0.00,0.00,0.00,0.00,0.8978,nan,0.0039,0.0018,0.8943
cand_02187,HSTID_1259,HST,091,,101545696,149.8747300,2.6197310,149.8747300,2.6197310,0.000,-1,F814W,9.18,0.894,9.18,1,cnn_candidate,27.57,26.85,18.87,18.35,18.11,-1,-1,-1,-1,9.18,5.22,4.14,3.57,3.35,0.00,0.00,0.00,0.00,0.8942,nan,0.0000,0.0000,0.8942
cand_02188,EuclidID_1503267140023614208,JWST,076,B4,101544258,150.3267140,2.3614091,150.3267140,2.3614091,0.000,-1,F444W,3.92,0.894,3.92,1,cnn_candidate,-1,25.73,17.56,17.39,17.36,-1,-1,-1,27.73,-0.44,5.21,93.85,86.68,109.55,-0.09,-2.99,-1.87,3.92,0.0123,0.9051,0.0004,0.0008,0.8940
cand_02189,22069,HST,067,A1,101544256,149.8564127,2.2601772,149.8564127,2.2601772,0.000,-1,F814W,7.46,0.894,7.46,1,cnn_candidate,27.20,25.87,17.57,17.03,16.89,27.97,26.99,24.08,23.50,7.46,3.28,14.96,20.35,27.73,4.77,10.94,57.61,56.56,0.9141,0.0000,0.0012,0.0220,0.8940
cand_02190,EuclidID_1507481674018233344,HST,037,,101541380,150.7481674,1.8233316,150.7481674,1.8233316,0.000,-1,F814W,2.87,0.894,2.87,1,cnn_candidate,27.76,24.77,17.76,17.40,17.46,-1,-1,-1,-1,2.87,14.29,58.26,56.53,55.99,0.00,0.00,0.00,0.00,0.8942,nan,0.0003,0.0000,0.8940
cand_02191,EuclidID_1503399627025016064,HST,088,B4,101545698,150.3399627,2.5016026,150.3399627,2.5016026,0.000,-1,,0.00,0.894,0.00,1,cnn_candidate,-1,20.79,14.38,14.09,14.28,20.71,20.73,21.45,21.87,-0.64,782.86,2903.72,2446.68,2390.66,311.90,227.41,1046.63,997.14,1.0000,0.0000,0.1061,0.0001,0.8939
cand_02192,556780,EUCLID-VIS,075,B5,101545698,150.4459220,2.4193700,150.4459220,2.4193700,0.000,-1,VIS,7.72,0.894,7.72,1,cnn_candidate,23.61,23.20,15.52,15.02,14.84,25.85,25.13,22.16,22.54,44.99,7.72,118.71,138.66,198.41,1.50,2.16,91.26,116.12,0.0007,0.0000,0.9509,0.0601,0.8937
cand_02193,EuclidID_1495066437018575360,EUCLID-NISP,045,,101541375,149.5067530,1.8575610,149.5067530,1.8575610,0.000,-1,H,798.18,0.894,798.18,1,cnn_candidate,21.89,25.99,15.21,14.75,14.82,-1,-1,-1,-1,1035.50,0.26,771.11,739.57,798.18,0.00,0.00,0.00,0.00,0.0000,nan,0.0853,0.9770,0.8937
cand_02194,HSTID_141,EUCLID-VIS,101,,101547136,150.2194080,2.7213440,150.2194080,2.7213440,0.000,-1,VIS,67.44,0.893,67.44,1,cnn_candidate,22.77,22.57,14.61,13.99,13.65,-1,-1,-1,-1,179.27,67.44,97.64,114.41,129.88,0.00,0.00,0.00,0.00,0.0000,nan,0.9341,0.0435,0.8935
cand_02195,EuclidID_1501930695024833792,EUCLID-VIS,089,B3,101545697,150.1930696,2.4833673,150.1930696,2.4833673,0.000,-1,VIS,758.12,0.893,758.12,1,cnn_candidate,26.33,20.95,13.92,13.61,13.78,21.09,20.28,20.72,21.24,0.11,758.12,2456.52,2458.89,2211.10,133.48,215.98,1057.93,1050.77,0.0000,0.0000,0.8932,0.0000,0.8932
cand_02196,EuclidID_1501816560029728512,EUCLID-VIS,,,101548575,150.1816561,2.9728394,150.1816561,2.9728394,0.000,-1,VIS,582.77,0.893,582.77,1,cnn_candidate,-1,21.44,15.80,15.57,15.89,-1,-1,-1,-1,0.00,582.77,196.73,154.71,90.26,0.00,0.00,0.00,0.00,nan,nan,0.8935,0.0004,0.8932
cand_02197,EuclidID_1507664100017433856,HST,025,,101541380,150.7664100,1.7433784,150.7664100,1.7433784,0.000,-1,F814W,0.40,0.893,0.40,1,cnn_candidate,28.93,-1,16.71,16.29,16.18,-1,-1,-1,-1,0.40,0.00,167.87,228.12,242.20,0.00,0.00,0.00,0.00,0.8931,nan,0.0000,0.0000,0.8931
cand_02198,EuclidID_1503355465018439936,EUCLID-VIS,040,A10,101541378,150.3355465,1.8439918,150.3355465,1.8439918,0.000,-1,VIS,12.27,0.893,12.27,1,cnn_candidate,24.17,23.20,15.69,15.17,15.01,26.59,26.44,22.87,23.00,20.58,12.27,145.05,139.70,141.60,1.47,1.13,19.97,29.79,0.0008,0.0000,0.9374,0.0475,0.8929
cand_02199,EuclidID_1505033114022773760,JWST,063,B5,101544259,150.5033114,2.2773808,150.5033114,2.2773808,0.000,-1,F444W,11.09,0.893,11.09,1,cnn_candidate,28.39,26.15,17.78,17.15,16.91,30.37,-1,24.88,24.46,2.41,7.14,77.94,102.94,117.21,0.56,-1.03,7.80,11.09,0.0028,0.8952,0.0000,0.0000,0.8927
cand_02200,556440,EUCLID-NISP,075,B5,101545698,150.4791011,2.4044210,150.4791011,2.4044210,0.000,-1,H,15.68,0.892,15.68,1,cnn_candidate,26.48,24.94,16.87,16.14,15.71,26.37,26.43,23.85,23.65,7.95,6.92,11.58,13.12,15.68,13.81,11.62,44.11,29.10,0.0044,0.1014,0.0024,0.9932,0.8925
cand_02201,329622,JWST,041,A8,101542817,150.1158029,1.9509083,150.1158029,1.9509083,0.000,-1,F277W,37.96,0.892,37.96,1,cnn_candidate,24.14,22.85,16.44,16.12,16.22,25.75,25.75,24.45,24.65,36.97,17.63,11.45,12.68,15.42,6.45,7.23,37.96,36.71,0.0036,0.9815,0.0910,0.0535,0.8922
cand_02202,EuclidID_1499971451024035072,JWST,078,B7,101545697,149.9971451,2.4035129,149.9971451,2.4035129,0.000,-1,F444W,15.72,0.892,15.72,1,cnn_candidate,26.80,26.05,18.42,17.56,16.94,27.74,27.55,24.66,23.55,22.11,58.84,86.86,149.98,250.98,8.03,5.20,7.18,15.72,0.0001,0.8934,0.0000,0.0016,0.8920
cand_02203,EuclidID_1506090054015004416,EUCLID-NISP,014,,101539939,150.6090055,1.5004430,150.6090055,1.5004430,0.000,-1,Y,3.83,0.892,3.83,1,cnn_candidate,-1,24.99,17.54,17.20,17.17,-1,-1,-1,-1,0.00,18.75,3.83,2.69,1.86,0.00,0.00,0.00,0.00,0.0000,nan,0.1079,0.9998,0.8920
cand_02204,HSTID_645,HST,098,,101547138,150.6852820,2.7215720,150.6852820,2.7215720,0.000,-1,F814W,7.51,0.892,7.51,1,cnn_candidate,27.31,-1,-1,-1,-1,-1,-1,-1,-1,7.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.8921,nan,0.0000,0.0001,0.8919
cand_02205,EuclidID_1505262651025277952,EUCLID-NISP,087,,101545699,150.5262652,2.5277953,150.5262652,2.5277953,0.000,-1,H,113.19,0.892,113.19,1,cnn_candidate,26.86,24.50,16.08,15.56,15.31,-1,-1,-1,-1,5.11,38.87,86.33,96.46,113.19,0.00,0.00,0.00,0.00,0.0163,nan,0.0553,0.9437,0.8915
cand_02206,EuclidID_1503482091019490304,EUCLID-VIS,040,A5,101542818,150.3482091,1.9490234,150.3482091,1.9490234,0.000,-1,VIS,16.67,0.891,16.67,1,cnn_candidate,23.56,22.57,13.91,13.17,12.85,23.17,22.47,20.40,20.63,16.19,16.67,98.76,114.22,134.29,16.58,20.91,90.12,130.39,0.0079,0.0000,0.8985,0.0001,0.8915
cand_02207,732857,HST,076,B9,101544258,150.3304708,2.3120767,150.3304708,2.3120767,0.000,-1,F814W,4.07,0.891,4.07,1,cnn_candidate,27.89,26.67,18.93,18.60,18.59,28.64,28.14,26.83,26.67,4.07,2.50,78.58,86.38,94.88,9.02,17.06,16.11,24.30,0.8915,0.0000,0.0001,0.0000,0.8914
cand_02208,667098,EUCLID-VIS,065,B8,101544257,150.1593110,2.2222560,150.1593110,2.2222560,0.000,-1,VIS,30.00,0.891,30.00,1,cnn_candidate,21.39,22.32,15.12,14.81,14.95,26.86,26.36,24.46,24.39,1281.75,30.00,1448.71,1848.14,1669.16,0.17,0.25,3.83,27.42,0.0000,0.0000,0.9156,0.0265,0.8914
cand_02209,HSTID_110,HST,031,,101541376,149.7802420,1.7658530,149.7802420,1.7658530,0.000,-1,F814W,48.75,0.891,48.75,1,cnn_candidate,25.14,25.68,17.63,17.11,17.08,-1,-1,-1,-1,48.75,4.90,26.17,28.38,33.25,0.00,0.00,0.00,0.00,0.8932,nan,0.0006,0.0022,0.8912
cand_02210,605760,JWST,090,B6,101545696,149.9281531,2.4745641,149.9281531,2.4745641,0.000,-1,F277W,37.24,0.891,37.24,1,cnn_candidate,27.39,26.72,20.41,19.67,19.16,27.94,27.82,26.61,26.49,12.39,14.55,0.31,0.38,0.51,9.92,12.95,37.24,31.66,0.0002,0.8963,0.0013,0.0058,0.8911
cand_02211,470361,HST,076,B3,101545698,150.2695701,2.4240531,150.2695701,2.4240531,0.000,-1,F814W,10.97,0.891,10.97,1,cnn_candidate,27.24,26.42,21.11,21.70,20.06,27.64,27.57,26.33,26.81,10.97,16.09,0.93,0.40,1.64,11.51,13.41,63.82,27.86,0.8916,0.0000,0.0000,0.0006,0.8911
cand_02212,EuclidID_1502291264028082432,EUCLID-VIS,112,,101547136,150.2291265,2.8082536,150.2291265,2.8082536,0.000,-1,VIS,719.79,0.891,719.79,1,cnn_candidate,23.07,20.80,14.28,13.97,-1,-1,-1,-1,-1,12.23,719.79,651.74,640.52,-2.69,0.00,0.00,0.00,0.00,0.0000,nan,0.8911,0.0000,0.8911
cand_02213,EuclidID_1502291287028082432,EUCLID-VIS,112,,101547136,150.2291287,2.8082504,150.2291287,2.8082504,0.000,-1,VIS,635.81,0.891,635.81,1,cnn_candidate,23.09,20.82,14.28,13.97,-1,-1,-1,-1,-1,11.92,635.81,652.39,640.39,-2.76,0.00,0.00,0.00,0.00,0.0000,nan,0.8911,0.0000,0.8911
cand_02214,EuclidID_1497587514023665664,EUCLID-VIS,079,,101544256,149.7587430,2.3666060,149.7587430,2.3666060,0.000,-1,VIS,42.80,0.891,42.80,1,cnn_candidate,21.59,22.53,14.34,13.95,14.06,-1,-1,-1,-1,1360.36,42.80,1974.65,2079.31,2220.49,0.00,0.00,0.00,0.00,0.0000,nan,0.9890,0.0991,0.8910
cand_02215,285155,HST,054,A8,101542817,149.9942095,1.9598487,149.9942095,1.9598487,0.000,-1,,0.00,0.891,0.00,1,cnn_candidate,-1,-1,20.91,20.10,19.36,32.08,-1,-1,26.06,-2.36,-0.77,0.52,0.78,1.70,0.22,-0.34,-1.23,56.76,0.8944,0.0000,0.0013,0.0037,0.8910
cand_02216,298285,HST,042,A8,101541377,150.0574480,1.8318043,150.0574480,1.8318043,0.000,-1,,0.00,0.890,0.00,1,cnn_candidate,-1,-1,-1,-1,-1,30.68,30.03,28.66,26.91,-2.72,0.00,0.00,0.00,0.00,0.79,2.30,7.71,22.71,0.8905,0.0000,0.0000,0.0001,0.8904
cand_02217,EuclidID_1501238230021264640,HST,065,A3,101544257,150.1238231,2.1264763,150.1238231,2.1264763,0.000,-1,F814W,13.62,0.890,13.62,1,cnn_candidate,26.53,25.29,17.98,17.54,17.40,27.53,27.21,25.01,24.92,13.62,12.12,21.57,23.25,28.70,9.87,11.77,15.97,12.79,0.8934,0.0007,0.0001,0.0035,0.8903
cand_02218,EuclidID_1501238234021264896,HST,065,A3,101544257,150.1238235,2.1264768,150.1238235,2.1264768,0.000,-1,F814W,13.61,0.890,13.61,1,cnn_candidate,26.55,25.29,17.98,17.57,17.40,27.62,27.27,25.01,24.93,13.61,12.09,21.10,22.91,28.74,9.51,11.72,16.07,12.81,0.8934,0.0007,0.0001,0.0035,0.8903
cand_02219,215207,HST,067,A6,101542816,149.7438354,2.1309267,149.7438354,2.1309267,0.000,-1,F814W,6.70,0.890,6.70,1,cnn_candidate,27.76,26.82,19.63,19.47,19.39,27.05,27.16,26.58,26.62,6.70,8.74,2.69,2.95,3.37,19.01,25.67,55.28,35.72,0.8903,0.0000,0.0000,0.0000,0.8903
cand_02220,EuclidID_1503970706027170816,EUCLID-VIS,099,,101547137,150.3970707,2.7170919,150.3970707,2.7170919,0.000,-1,VIS,597.18,0.890,597.18,1,cnn_candidate,25.88,21.04,13.92,13.60,13.76,-1,-1,-1,-1,0.17,597.18,2344.12,1926.11,1474.32,0.00,0.00,0.00,0.00,0.0000,nan,0.8902,0.0000,0.8902
cand_02221,EuclidID_1499432455027489024,EUCLID-VIS,102,,101547135,149.9432320,2.7488960,149.9432320,2.7488960,0.000,-1,VIS,625.97,0.890,625.97,1,cnn_candidate,21.90,21.62,15.45,15.19,15.36,-1,-1,-1,-1,1243.83,625.97,1178.42,986.04,1017.55,0.00,0.00,0.00,0.00,0.0000,nan,0.8923,0.0026,0.8900
cand_02222,EuclidID_1503690618027782656,EUCLID-VIS,100,,101547137,150.3690820,2.7782620,150.3690820,2.7782620,0.000,-1,VIS,55.01,0.890,55.01,1,cnn_candidate,22.96,22.91,-1,-1,-1,-1,-1,-1,-1,248.40,55.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,nan,0.8899,0.0001,0.8897
cand_02223,521094,HST,088,B4,101545698,150.3524650,2.4709955,150.3524650,2.4709955,0.000,-1,F814W,4.99,0.890,4.99,1,cnn_candidate,28.08,27.19,18.49,18.18,18.05,27.88,27.60,26.63,26.76,4.99,2.38,16.83,16.64,20.29,8.75,13.02,32.95,27.49,0.8895,0.0000,0.0000,0.0000,0.8895
cand_02224,EuclidID_1505417264024000256,JWST,075,B5,101545699,150.5417264,2.4000379,150.5417264,2.4000379,0.000,-1,F444W,5.70,0.889,5.70,1,cnn_candidate,26.53,25.55,17.48,16.80,16.27,30.14,31.77,25.21,24.32,22.96,15.64,36.76,45.72,65.82,0.42,0.10,5.54,5.70,0.0049,0.8938,0.0000,0.0041,0.8894
cand_02225,HSTID_74,EUCLID-NISP,102,,101547135,149.8999100,2.6623270,149.8999100,2.6623270,0.000,-1,H,36.26,0.889,36.26,1,cnn_candidate,24.93,24.47,17.04,16.59,16.45,-1,-1,-1,-1,54.59,11.49,27.96,30.75,36.26,0.00,0.00,0.00,0.00,0.0797,nan,0.0005,0.9664,0.8893
cand_02226,722689,EUCLID-VIS,064,B9,101544258,150.3475170,2.2379670,150.3475170,2.2379670,0.000,-1,VIS,14.00,0.889,14.00,1,cnn_candidate,26.81,26.09,19.00,18.57,18.20,27.57,27.42,26.08,26.01,21.09,14.00,0.53,0.68,1.32,9.14,14.06,81.30,64.76,0.0000,0.0000,0.8908,0.0018,0.8892
cand_02227,HSTID_375,EUCLID-NISP,099,,101547137,150.4469580,2.7484130,150.4469580,2.7484130,0.000,-1,J,99.68,0.889,99.68,1,cnn_candidate,24.95,25.12,16.01,15.40,15.25,-1,-1,-1,-1,26.87,7.09,72.56,99.68,93.14,0.00,0.00,0.00,0.00,0.0800,nan,0.0000,0.9664,0.8891
cand_02228,644353,HST,078,B7,101545697,150.0452557,2.3961648,150.0452557,2.3961648,0.000,-1,F814W,0.42,0.889,0.42,1,cnn_candidate,27.97,26.52,17.34,17.08,16.83,27.89,27.88,25.55,25.67,0.42,7.41,0.70,0.69,1.13,7.53,6.64,42.41,45.23,0.9993,0.0000,0.1107,0.0000,0.8886
cand_02229,722767,HST,064,B9,101544258,150.3463979,2.2389504,150.3463979,2.2389504,0.000,-1,,0.00,0.888,0.00,1,cnn_candidate,-1,27.34,19.13,18.46,18.21,28.62,27.83,25.34,24.49,-1.34,2.24,65.32,100.61,137.01,6.11,14.00,80.35,158.29,0.8882,0.0000,0.0000,0.0000,0.8882
cand_02230,756945,JWST,063,B10,101544258,150.4414340,2.1477430,150.4414340,2.1477430,0.000,-1,F277W,12.62,0.888,12.62,1,cnn_candidate,25.07,25.00,17.87,17.79,17.71,28.37,29.16,26.41,26.54,48.39,6.39,22.43,19.98,26.58,1.03,0.74,12.62,8.33,0.1106,0.9986,0.0003,0.0002,0.8882
